data	yy	mm	dd	tmax	tmin	tavg	tdavg	rhavg	wd	ws	gust	slp	prec	totcl	lowcl	sun	vis	snow
2013-12-31	2013	12	31	5,4	-5,2	0,9	-0,6	91	SSW	7,1		1028,2	0	1,5	3,2	4,2	9,8	
2013-12-30	2013	12	30	7,2	0,9	4,4	2,6	88,4	WSW	15	54	1018,9	0,01	5,3	5,2		15,2	
2013-12-29	2013	12	29	9,2	3,4	6,3	3,6	83,3	S	10,2		1006,4	0	6,9	4,3	1,6	13,1	
2013-12-28	2013	12	28	7,9	3,7	5,5	3,9	89,2	S	12,3	36	1007,8	0,01	2,8	2,8	2,5	11,8	
2013-12-27	2013	12	27	9,1	2,6	6,2	4,5	88,4	SSE	11		999,5	0,01	6,8	3,7		10,4	
2013-12-26	2013	12	26	9,3	0,4	5,9	3,2	84,4	SE	8,7		997,2	0	6,2	3,1	0,9	13,2	
2013-12-25	2013	12	25	8,2	5,2	6,6	3	77,4	S	17,9	39,6	1003,7	0	6,2	1,7	4,1	14,2	
2013-12-24	2013	12	24	8	3,3	5,5	2,8	82,9	SW	14,7	46,8	1015,3	0,01	3,6	1,5	4	15,4	
2013-12-23	2013	12	23	8,6	3,5	6,5	3,9	82,9	SSW	14	39,6	1016,4	0,6	6,6	5,1	0,1	13,7	
2013-12-22	2013	12	22	4,5	0,8	3,1	-0,7	75,9	SSW	17,4	39,6	1025,3	0	6,2	2,7	2,7	13,9	
2013-12-21	2013	12	21	4,5	0,9	2,7	1,5	92,3	SW	11,6		1025,3	3,5	5,5	6,6		6,8	
2013-12-20	2013	12	20	2,1	-0,1	1	-1,8	81,7	S	9,5		1015,1	0	6,3	4,5	0,6	9,8	
2013-12-19	2013	12	19	2,3	-0,3	0,8	-1,5	84,5	SSE	7,7		1021,1	0	7	5,8	1,7	7	
2013-12-18	2013	12	18	8,1	-2,2	2,6	-1,5	76,7	SSW	5		1026	0	5	2,6	3,4	10,9	
2013-12-17	2013	12	17	8,2	2	4,8	0,2	72,6	SSW	11,4		1027,5	0	3,5	0,2	6,7	11,7	
2013-12-16	2013	12	16	5,5	3,3	4,5	3,4	92,2	SW	12,6		1028,8	0,01	7,5	6,4	0,1	8,7	
2013-12-15	2013	12	15	3,4	-0,9	1	1	99,1	WSW	13,4		1026,5	0,3	8	7,8		3	
2013-12-14	2013	12	14	3,2	-0,7	1,6	1,4	98,8	WSW	6,3		1023,9	0,01	7,8	7,3	1,3	1,7	
2013-12-13	2013	12	13	3	1,4	2,3	1,8	96,7	WSW	11		1028,1	0		7,6		2,9	
2013-12-12	2013	12	12	7,1	3	5,4	4,3	93,4	W	10,5		1033	0,1	7,9	7,5		8,8	
2013-12-11	2013	12	11	6,5	-0,4	3	1,9	91,4	S	9,3		1035,7	0,3	8	7,6		5,5	
2013-12-10	2013	12	10	9	-0,4	3,3	1,4	89,5	N	10,8	46,8	1025,9	2	6,2	5,9		10,7	
2013-12-09	2013	12	9	7,7	-5,3	2,1	2	96,3	WSW	19,2	50,4	1017,1	8,1	7,4	6,3		7,7	
2013-12-08	2013	12	8	0,8	-5	-1	-4,8	77	WNW	24	64,8	1017,4	0,2	2,7	3	3,8	17,9	6
2013-12-07	2013	12	7	2,6	-1,2	0,6	-2,1	83,2	W	42,9	100,9	999,4	4,9	6,3	6,1	1,7	13,3	6
2013-12-06	2013	12	6	3,8	0	2	-0,3	85,3	WSW	31,5	79,3	1003,1	4,7	7,2	6,5		14,7	1
2013-12-05	2013	12	5	3,6	-2,5	1	0,3	93,9	W	20,6	50,4	1018,9	1,6	7,5	6,2	1,5	8,5	
2013-12-04	2013	12	4	2,3	-2,6	-0,4	-2,2	87,6	SW	7,7		1027,1	0	4,7	0	2,4	9,8	
2013-12-03	2013	12	3	5,9	-3,4	0,2	-1,4	90,4	W	5,1		1035,7	0	2,2	0,3	4,9	9,4	
2013-12-02	2013	12	2	6,8	-1,3	4,2	2,9	91,7	W	21,6	50,4	1023,2	0,1	4,7	6,4		14,2	
2013-12-01	2013	12	1	4,6	2,5	3,7	2,8	93,6	WSW	13,5		1017,5	0,6	7,5	7,2		12	
2013-11-30	2013	11	30	4,7	2,9	3,9	2,6	91,5	WSW	15,2	39,6	1011,3	4,7	8	7,6		10,8	NA
2013-11-29	2013	11	29	6,9	3,4	5,5	2,7	82,3	WNW	24,8	50,4	1019,2	0,3	6,5	6,7		18,6	NA
2013-11-28	2013	11	28	4,3	-3,5	1,3	-0,7	85,4	WSW	20,3	43,2	1026,3	0,01	6,9	5,5	4,9	10,7	NA
2013-11-27	2013	11	27	3,2	-3,9	-0,5	-2,5	87,4	NW	10,8		1030,6	0	3,9	4,2	2,2	15	NA
2013-11-26	2013	11	26	4,2	-1,6	1	-1,5	84,1	NW	19,1	39,6	1022,8	0	3,5	4	6	21,9	NA
2013-11-25	2013	11	25	6,1	-1,3	2,5	0,4	87	NW	19,2	64,8	1015,5	0,8	5,1	5,9	0,7	17	NA
2013-11-24	2013	11	24	8	5,5	6,7	6,5	98,8	N	9,9		1015,6	0,2	7,8	7,4		4	NA
2013-11-23	2013	11	23	6,5	4,5	6,1	5,9	98,5	NE	10,8		1011,4	1	8	7,8		3	NA
2013-11-22	2013	11	22	4,6	2	4	2,6	91	ENE	8,4		1006,9	0,01	7,5	7,2	0,5	10,1	NA
2013-11-21	2013	11	21	6,8	3,7	5	4,5	96,3	SW	10,8		1001,5	3,5	8	7		7,6	NA
2013-11-20	2013	11	20	8,6	3,2	5,9	4,4	90,3	ESE	6,9		1006,8	0,01	6,8	5,2	2,9	4,8	NA
2013-11-19	2013	11	19	8,3	5,1	6,5	3,9	83,5	SSE	13,5	46,8	1012,3	0	7,8	7,5	0,1	9,6	NA
2013-11-18	2013	11	18	5,7	2,8	4,7	4,3	96,6	S	8,4		1024,6	0,2	8	7,5		3	NA
2013-11-17	2013	11	17	5,6	2,2	3,7	2,3	90,6	W	15,8	32,4	1027	0,01	7,7	6,7	0	5,9	NA
2013-11-16	2013	11	16	6,8	2,5	3,8	2,3	90,4	WNW	9,6		1029,7	0	6,5	5,6	3,7	6,5	NA
2013-11-15	2013	11	15	3,1	0,3	2,2	2,1	98,8	ESE	8,3		1024,3	0,01		7,2		1,5	NA
2013-11-14	2013	11	14	8,6	0,2	4	3,2	94,8	W	10,2		1027	0,1	4,4	4,9	3	8	NA
2013-11-13	2013	11	13	6,8	1,1	3,8	1,5	85,9	S	9,5		1026,7	0,5	7,2	5,5	2	9,1	NA
2013-11-12	2013	11	12	6,9	1	4,8	3,2	89,5	W	5,7		1030,3	0	7,4	7,2	0,3	13,4	NA
2013-11-11	2013	11	11	8,9	0,4	4,7	3	89,7	WSW	8		1011	0,1	4,2	4,7	1,8	11	NA
2013-11-10	2013	11	10	12,3	3,1	7,6	4,7	83,8	SW	12,9	46,8	1008,8	0,01	3,8	2,2	0,4	14,3	NA
2013-11-09	2013	11	9	10,5	7,5	8,6	8	96,2	ESE	10,7		1010,3	5,7	7,5	7		9,1	NA
2013-11-08	2013	11	8	14,2	6,7	10,2	9,4	94,2	WSW	10,4	46,8	1006,7	7,2	7,4	7	0,1	11,6	NA
2013-11-07	2013	11	7	7,5	4,1	5,7	4,8	93,8	SW	12,5		1000,8	4,3	6,1	6		10,7	NA
2013-11-06	2013	11	6	9,1	5,4	7,1	4,7	84,8	SW	10,2		997	0,01	7,2	6,6	0,3	15,1	NA
2013-11-05	2013	11	5	11,2	5,9	9,2	4,8	74,2	SSW	20,6	50,4	993,3	0,1	7,1	6	1	19,5	NA
2013-11-04	2013	11	4	13,5	4,9	8,8	6,7	88,9	SW	15,6	36	1002,1	7,7	4,8	3,8		17	NA
2013-11-03	2013	11	3	11,9	5,9	10,4	10,4	95	SSW	11		1003,2	3,2	7,5	6,5		8,5	NA
2013-11-02	2013	11	2	9,5	3,1	7,5	4,4	78,6	SSW	10,8		1016,5	0	6,7	4,5	0,2	11,2	NA
2013-11-01	2013	11	1	11,9	0,2	6	1,9	76,1	SSW	8		1024,3	0	1,1	0,2	7,8	13,6	NA
2013-10-31	2013	10	31	12,3	2,1	7,1	3,8	80,9	WSW	10,4	39,6	1024,1	0	1,7	2,2	4,6	16,9	NA
2013-10-30	2013	10	30	16,1	6,6	11,1	4,9	66,9	SW	13,7	54	1014,3	0	3,7	1,9	4,7	20,2	NA
2013-10-29	2013	10	29	20,4	11,5	16	8,1	59,9	SW	21,9	68,4	1003,4	0,01	5,4	3,8	0,6	19,8	NA
2013-10-28	2013	10	28	19	11	14,9	10,5	75,5	SW	16,5	50,4	1006,4	0,7	5,3	4,3	3,3	17,2	NA
2013-10-27	2013	10	27	17,7	12,8	15,1	12,9	86,6	SSW	11,3		1012,9	0,5	6	5,8	0,9	13,1	NA
2013-10-26	2013	10	26	15,4	4	12,6	11,6	91,9	SSE	8,7		1017,6	0	6,6	4,6		6,7	NA
2013-10-25	2013	10	25	18,4	3,8	10,9	8,8	89,5	WSW	6,2		1019,5	0	2,6	2,4	4,7	9,5	NA
2013-10-24	2013	10	24	21	12,4	16,3	13	80,8	SSW	11		1011,5	0,1	5,2	2,7	5,6	15,5	NA
2013-10-23	2013	10	23	20,1	7,7	15,1	12,1	81,6	SE	12,5		1014,4	0	2,5	0,5	8,8	14,6	NA
2013-10-22	2013	10	22	17,3	5,3	11,3	9,3	88,8	WSW	8,4	43,2	1016,8	0	3,7	1,2	4,3	9,1	NA
2013-10-21	2013	10	21	18,3	10,5	14,3	12,4	88,6	SW	11		1014,5	2,5	6,6	4	2,6	11	NA
2013-10-20	2013	10	20	10,7	-1,4	7,2	4,7	82,8	SSE	11,9		1017,4	0	5,9	4	3,7	11,1	NA
2013-10-19	2013	10	19	12,4	-2,8	4,7	2,5	89,3	WNW	11,4	57,6	1019,2	1,5	2,8	4,9	1,2	10,6	NA
2013-10-18	2013	10	18	11,8	8,7	10,4	9	90,5	WSW	19,2	54	1007,7	6,1	7,4	7	0,1	10,4	NA
2013-10-17	2013	10	17	12,1	7,2	9,5	8,8	95,1	WNW	9,5		1012,8	0,3	7,3	6,2		4,7	NA
2013-10-16	2013	10	16	15,9	6,8	11,3	8,4	83	S	6,9		1008,9	1,2	6,2	4,5	5,1	7,8	NA
2013-10-15	2013	10	15	15,5	2,5	9,8	6,4	79	SE	9,6		1020,3	0	4,9	1	6,8	11,6	NA
2013-10-14	2013	10	14	12,7	0,7	7,6	6,7	95,9	WSW	5		1021,7	0,01	3,9	4,8		3,2	NA
2013-10-13	2013	10	13	15,8	10,5	12,3	10,5	88,7	E	23,7	50,4	1021	2,5	7,2	6	3,5	6,9	NA
2013-10-12	2013	10	12	17,9	10,4	13,8	10,7	82	E	17,3	39,6	1020,3	0	5,7	2,5	4,3	9,5	NA
2013-10-11	2013	10	11	18,1	10,2	13,2	9	77,2	ESE	11,6		1011	0	7	2,4	7,1	10	NA
2013-10-10	2013	10	10	16,1	5,5	11,5	8,5	81,8	SSW	8	32,4	1013,6	0	4,8	3,9	5	8,5	NA
2013-10-09	2013	10	9	16,8	4,3	10,7	7,4	83	SE	4,4		1024,1	0	3,3	3	4,9	7,9	NA
2013-10-08	2013	10	8	14,9	9,8	12,5	10,7	89	SW	3,9		1028,5	0	7,3	7,1		7,2	NA
2013-10-07	2013	10	7	12,8	5,7	10,2	9,4	93,5	W	2,4		1025,6	0,01	7,6	7,6		3,8	NA
2013-10-06	2013	10	6	14,4	2	7,5	1,3	67,9	SE	5,7		1020,5	0	6,2	1,5	6,1	12,9	NA
2013-10-05	2013	10	5	13,2	2	7,1	-0,5	60	SE	15,9	43,2	1026,2	0	3,4	0	9,7	16,1	NA
2013-10-04	2013	10	4	10,8	0,4	5,8	-1,4	61	ESE	15,5	39,6	1032,8	0	0,2	1,2	10	17,9	NA
2013-10-03	2013	10	3	10,9	-0,9	5	0,4	74	E	11,9	39,6	1030,6	0	1,7	3,1	8	17,1	NA
2013-10-02	2013	10	2	12,4	4,1	7,7	2,5	71,7	ENE	10,8		1021,5	0	3,5	2,2	8,8	15	NA
2013-10-01	2013	10	1	13,4	3,2	7,6	3,7	77,9	E	14		1018,8	0	2,6	1,6	9,2	14,9	NA
2013-09-30	2013	9	30	13,3	2,7	7,7	5	83,9	E	9,2		1020,3	0	1,8	3,2	7,6	14,7	NA
2013-09-29	2013	9	29	13,1	1,7	7,6	5,2	86,1	NW	6,3		1018,1	0,01	3,2	5,1	5,1	12,3	NA
2013-09-28	2013	9	28	13,9	4,2	8,5	6,5	88,2	W	10,8	36	1016,8	1,9	6,1	4,5	2,6	12,3	NA
2013-09-27	2013	9	27	12,4	4,4	7,9	5,7	87	NNW	10,7		1015,3	4,2	4,6	4,1	4,8	18,3	NA
2013-09-26	2013	9	26	13,9	5,1	10,5	6,4	76,6	ENE	2,9		1013,1	2,1	7,6	4,4	4,4	14,4	NA
2013-09-25	2013	9	25	16,8	2,8	10,6	6	76,6	NW	10,5	39,6	1014,1	0	3,8	2,7	5,6	18,1	NA
2013-09-24	2013	9	24	17,7	9,7	14	11,3	85,2	WNW	20,6	61,2	1014	0,5	5,2	4,1	3,8	17,9	NA
2013-09-23	2013	9	23	16,8	11,1	15	11,5	79,6	W	21	43,2	1019,4	0,01	7,5	6,3	0,9	15,3	NA
2013-09-22	2013	9	22	17,9	7,9	12,8	9,7	81,9	WNW	9,6	36	1024,2	0	4,6	3,7	8,5	14,4	NA
2013-09-21	2013	9	21	14,8	7,5	11,1	9,8	92	W	4,1		1015,4	1,6	7,4	4,5	1,4	7,4	NA
2013-09-20	2013	9	20	14,7	6,7	10,3	7,9	85,8	W	11,9		1009,5	0	4,9	4,9	1,9	15,6	NA
2013-09-19	2013	9	19	14,6	7	11,1	8,2	83	SW	12,9	36	999,5	0,01	7,4	5,5	3,6	15,3	NA
2013-09-18	2013	9	18	12	4,1	9,3	7,5	89,8	WNW	8,7		1001,7	2	5,1	3		14,5	NA
2013-09-17	2013	9	17	17	11	14,1	11,7	86,4	SW	10,7		1000,8	11,4	7,7	5,1	0,2	12,4	NA
2013-09-16	2013	9	16	18,4	12,4	15,1	13,6	90,6	WSW	7,1		1007,1	0,4	7	5,7	2,1	13,5	NA
2013-09-15	2013	9	15	17,1	9,2	14,9	14,4	97,6	NW	6,5		1011,3	2,7	6	5,6		5	NA
2013-09-14	2013	9	14	15,9	10,2	13,4	12,4	92,8	NW	16,8	43,2	1013,6	24,9	7,8	6,8	1	7,6	NA
2013-09-13	2013	9	13	18,8	8	13,5	9,8	79,4	E	5,1		1014,7	0,01	6,5	4,9	2,4	13,4	NA
2013-09-12	2013	9	12	16	7,4	12,1	9,6	85,9	SSE	5,7		1013,7	0	4,7	1,7	0,3	12,6	NA
2013-09-11	2013	9	11	20	9,8	15,5	10,8	76	SSE	10,1	36	1014,4	3,3	6,3	4,3	7,7	15	NA
2013-09-10	2013	9	10	17,2	6,7	12,8	10,5	88	SW	10,7	36	1015,9	1,9	4,2	5,5		15,2	NA
2013-09-09	2013	9	9	24,1	13,2	18,7	6	44,7	ESE	18	43,2	1019,3	0,01	5	2,6	9,7	23,5	NA
2013-09-08	2013	9	8	23,4	8,6	16,5	8	59,9	E	11,9	39,6	1023	0	0		12,1	19,2	NA
2013-09-07	2013	9	7	23,2	8,9	17,3	7,7	56,1	ESE	13,7	39,6	1019,8	0	0,1	0	12,2	23,1	NA
2013-09-06	2013	9	6	22,5	9,7	17,1	9,3	62,6	ESE	11,3		1021	0	1,3	1,5	10,8	19,4	NA
2013-09-05	2013	9	5	20	12,9	16,8	12,9	78	NNW	3,6		1024,3	0	7,1	7,1		19	NA
2013-09-04	2013	9	4	21	9,8	15,3	9,7	72,4	NNW	8,6	39,6	1023,7	0	3	2,4	11,9	21,2	NA
2013-09-03	2013	9	3	16,4	12,4	14,1	12,2	88,6	W	25,1	64,8	1013,9	12	6,3	5,8		13,6	NA
2013-09-02	2013	9	2	18,3	12,6	14,6	7,1	61,8	W	18,2	50,4	1019	0,01	6,2	4,4	7,2	20,6	NA
2013-09-01	2013	9	1	24,5	12	19,4	11,5	63,1	W	15,9	43,2	1016,4	2,2	6,3	4,4	6,9	16,7	NA
2013-08-31	2013	8	31	25,2	13,5	19,1	10,8	61,4	WSW	3,6	32,4	1018	0,01	5,6	3,9	7,3	15,8	NA
2013-08-30	2013	8	30	24,3	11	17,5	9,4	62,3	NNW	4,2	28,8	1020,6	0	2,8	1,3	12,2	19,3	NA
2013-08-29	2013	8	29	24,4	10,1	17,2	9,3	64,3	NNE	8,3	36	1018,3	0,01	2,9	2,1	9,8	19,2	NA
2013-08-28	2013	8	28	23,2	10	16,8	9,5	64,4	E	9,8		1017,2	0	4	3,9	7,1	22,3	NA
2013-08-27	2013	8	27	22,2	11,5	17,2	8,8	59,8	E	14,3	39,6	1019,7	0	3,6	3,3	13,5	22,1	NA
2013-08-26	2013	8	26	23,2	11,2	17,3	8,1	57,2	ENE	17,7	39,6	1017,7	0	1,3	1,4	13,6	20	NA
2013-08-25	2013	8	25	23,5	10,7	17,4	10,3	65,3	E	11,7	36	1017,7	0	2,2	1,7	12,3	21,1	NA
2013-08-24	2013	8	24	22,9	11,5	17,2	11,9	72,9	ENE	10,7		1021,2	0	1,9	2	12,4	19,2	NA
2013-08-23	2013	8	23	22,2	12	17,4	11,8	72,3	N	5,7	21,6	1022	0	3,8	2,5	11,3	18,3	NA
2013-08-22	2013	8	22	19,4	9,6	15	11,3	79,9	WNW	4,8		1025	0,01	5	3,5	1,3	17,8	NA
2013-08-21	2013	8	21	18,2	14,2	16,2	15	93	NW	9,2		1025	9,7	7,6	6,5		15,2	NA
2013-08-20	2013	8	20	24,9	17,4	20,7	15,8	76,1	SSW	10,1		1016,4	0,8	7,6	4,2	3,8	14,3	NA
2013-08-19	2013	8	19	29,8	17,3	22,5	15	68	WSW	10,1	54	1014,3	3,8	6,5	4	7	19,6	NA
2013-08-18	2013	8	18	27,9	14,9	21,6	10	51	S	6,8		1015,4	0	2,6	2,1	11,8	17,9	NA
2013-08-17	2013	8	17	25,5	13,9	19,9	7,5	47,5	SSE	10,2		1020,5	0	3,2	0,3	11,9	20	NA
2013-08-16	2013	8	16	21,4	11,6	16,5	8,8	62	WSW	5,3	28,8	1023,5	0	3,1	3,3	11,9	18,5	NA
2013-08-15	2013	8	15	21	9,9	15,4	9	68,2	W	14,9	50,4	1021	0	2	2,1	13,3	20	NA
2013-08-14	2013	8	14	20,5	10,8	14,6	10,9	79,9	WSW	15,5	54	1015,8	0,7	3,7	3,6	5,7	20,4	NA
2013-08-13	2013	8	13	24,3	13,7	19,3	10,4	59,4	WSW	11,7	43,2	1013,8	1,6	5,9	3,7	9,7	19,2	NA
2013-08-12	2013	8	12	22,4	12	17,3	11	68,6	WSW	11,9	54	1016,3	2	2,2	2,4	11,8	19,2	NA
2013-08-11	2013	8	11	23	14,2	18	13,1	74,9	WNW	6,8		1016,9	0	4,4	3,5	8,6	16	NA
2013-08-10	2013	8	10	22,2	14,8	18,1	14	80,2	WNW	11,2		1019	4,8	7	4,1	4,4	16,1	NA
2013-08-09	2013	8	9	30,7	17	23,7	18,2	73,5	WNW	12,9		1015,1	1,5	5,7	2,8	9	15,5	NA
2013-08-08	2013	8	8	28,4	20,6	24,2	18,6	70,8	ESE	8,3	32,4	1013,1	0	3,3	2,4	10,3	16,5	NA
2013-08-07	2013	8	7	33,2	19,4	26,6	16,9	59,2	SSW	9,3	43,2	1013,9	5,8	5,1	2,8	13,2	18	NA
2013-08-06	2013	8	6	28,8	18,4	23,6	17,6	70,5	E	7,7		1018,3	0	2,6	1,7	9,9	15,9	NA
2013-08-05	2013	8	5	25,8	18,7	21,6	19,4	87,5	N	6,6		1020,9	4,6	6,4	3,7	3,7	11,4	NA
2013-08-04	2013	8	4	33	19,9	26,9	16,4	55,2	ESE	11,7	32,4	1017,1	0,2	3,1	3,5	13,9	19	NA
2013-08-03	2013	8	3	31,1	19,5	25,6	15,1	54,8	ESE	8,7		1016,5	0	0,5	1	13,9	20,5	NA
2013-08-02	2013	8	2	26	15,8	21,2	15,6	72	WNW	6,5		1018,2	0	4	3,9	7,6	18,5	NA
2013-08-01	2013	8	1	25,5	15,3	20,3	14,3	69,6	W	12	46,8	1016,5	0,01	4,8	3,7	10,1	20,8	NA
2013-07-31	2013	7	31	25,7	15,4	19,6	14,8	75,7	W	15,3	46,8	1015,2	1,1	3,2	3,2	10,3	17	NA
2013-07-30	2013	7	30	27,3	17,7	23	19,6	83	NNW	11,6	50,4	1010,1	28,4	6,4	5	5,8	13	NA
2013-07-29	2013	7	29	33,4	22,3	28,2	18,5	58,1	SE	11,7	46,8	1011,1	1,4	5,7	3,5	7,5	13,8	NA
2013-07-28	2013	7	28	32,9	20,3	26,6	16,8	56,9	ESE	7,8	36	1011	0,5	4	2	10,6	13,5	NA
2013-07-27	2013	7	27	31,6	19,8	25,4	14	53,4	SW	8	25,2	1013,8	0,1	4,8	2,2	13,6	18,7	NA
2013-07-26	2013	7	26	28,7	15,1	22,5	12,1	54,7	NNW	5,3		1015,7	0	3,9	2,5	7,5	19,9	NA
2013-07-25	2013	7	25	27,5	15,5	21,5	11,5	56,1	NW	4,4	28,8	1015,4	0	3,1	1,3	14,7	21,2	NA
2013-07-24	2013	7	24	26,1	11,4	19,1	7,7	52,9	N	10,5	46,8	1016,1	0	0,5	1	15,6	20,2	NA
2013-07-23	2013	7	23	29,2	13,4	22,3	11	52,2	NNE	10,7	25,2	1016,7	0	1,8	1,3	15,1	22,3	NA
2013-07-22	2013	7	22	29,1	13,9	22	11,3	55	NW	6,7	39,6	1020,3	0	0,7	2	15,5	22	NA
2013-07-21	2013	7	21	24,4	11,5	18,7	8,5	53,9	N	8,6	32,4	1021,3	0	1,6	2,6	12,2	20,6	NA
2013-07-20	2013	7	20	26,6	16,4	21,4	14,1	64,8	NW	16,5	46,8	1017,7	0	6,3	4,5	11,7	19,8	NA
2013-07-19	2013	7	19	27,6	14,9	21,3	13,1	62,7	NW	9,2	28,8	1021,1	0	1,7	1,5	14,7	17,3	NA
2013-07-18	2013	7	18	26,2	13,9	20,6	13,7	68	NW	6,4		1022,4	0	3,4	1,7	13,6	20,3	NA
2013-07-17	2013	7	17	25	13	19,4	13,5	71	NW	9,5	39,6	1022	0	2,9	1,7	14,3	17,5	NA
2013-07-16	2013	7	16	22,3	11,1	16,2	11,9	77,4	NW	12,9	39,6	1020,1	1	3,3	2,8	7,5	18	NA
2013-07-15	2013	7	15	23,1	13,6	17,5	13,1	75,8	WNW	18,2	43,2	1017,5	0,2	7	6,5	3,8	18,7	NA
2013-07-14	2013	7	14	23,5	12,1	17,4	10,8	68,5	NW	14,3	39,6	1017,2	0	4,5	2,4	5,2	19,6	NA
2013-07-13	2013	7	13	17,9	13	15,9	13,9	87,7	NW	12,3		1017,3	3,9	6,8	5,3	1,1	17,5	NA
2013-07-12	2013	7	12	17,8	14,1	15,5	14,1	91,2	NW	19,5	46,8	1014,5	5,9	7,5	7	2,1	15,3	NA
2013-07-11	2013	7	11	25	14	18,9	12,1	66,5	WNW	17	39,6	1013,9	0,01	5,1	4,5	12,3	23,5	NA
2013-07-10	2013	7	10	26,8	14	21,3	12,8	60,1	NNW	5,4		1020,6	0	1,2	1	14,8	21,7	NA
2013-07-09	2013	7	9	26,8	15	21,6	13	61,3	N	5,6		1027,8	0	0,9	0,6	14,9	18,6	NA
2013-07-08	2013	7	8	24,2	13,4	19,4	12,1	65	N	4,8		1029,9	0	1,8	1,4	14,7	20,5	NA
2013-07-07	2013	7	7	23,9	12,1	18,8	12	67	NNW	8,4	32,4	1029,4	0	2,8	2,8	14,1	19,1	NA
2013-07-06	2013	7	6	24,3	13,9	20	15,6	76,8	NNW	9,9		1026,8	0,01	4,8	2,6	2,8	19,4	NA
2013-07-05	2013	7	5	27,8	18,3	22,4	17,4	74,8	WNW	10,7	32,4	1020,3	0,01	6	4,5	8,8	16,1	NA
2013-07-04	2013	7	4	27,8	17,2	22,7	15,9	67,8	S	9,8		1013,9	1	5,2	2,3	12,2	18,2	NA
2013-07-03	2013	7	3	24,8	14,2	19,4	14,1	73,2	SW	8,3	36	1014,8	1,1	3,8	2,2	13,1	17,9	NA
2013-07-02	2013	7	2	23,1	12,7	17,7	12,5	71,7	WSW	12,5	39,6	1016,1	0,3	5	3,6	10,4	18,8	NA
2013-07-01	2013	7	1	16,8	10,5	13,5	7,7	70,4	WSW	17	43,2	1018,2	0,2	5,1	3,9	8,7	17,5	NA
2013-06-30	2013	6	30	20,3	11,5	16,2	11,4	75,2	WSW	13,5	46,8	1016	1,6	7,1	5	9	15,8	NA
2013-06-29	2013	6	29	19,4	9,9	15,7	8,6	65,9	SSW	4,5		1018,9	0	3,4	2,9	9,8	18,1	NA
2013-06-28	2013	6	28	17,7	8,3	13,6	7,4	68,1	SW	7,2	28,8	1022,8	0	3,5	3	10,9	18,2	NA
2013-06-27	2013	6	27	13,8	8,8	12	10,3	89,5	W	19,2	61,2	1020,1	7,6	6,7	5,8		17,7	NA
2013-06-26	2013	6	26	14,2	12,4	13,3	12,9	97,7	NW	29	61,2	1012,2	44,5	8	6,7		3,2	NA
2013-06-25	2013	6	25	21,8	13,4	17,7	12,3	72,5	NW	20,3	46,8	1015,4	18,4	7,5	4,3	3,7	16	NA
2013-06-24	2013	6	24	25,7	14,1	19,5	14,9	75,7	W	7,5	36	1013,1	1,5	4,2	2,3	6,3	16,9	NA
2013-06-23	2013	6	23	26,9	17,7	22,2	13,8	62,1	SW	7,8		1013,9	15,6	4	2,8	15,6	18	NA
2013-06-22	2013	6	22	27,8	14,6	22,6	14,4	62	WSW	12,6	57,6	1013,8	0	2,2	1,4	13	19,8	NA
2013-06-21	2013	6	21	33,6	19,6	26,3	19,2	66,2	SE	13,4	46,8	1011,2	0	6,6	2,4	8,8	12,3	NA
2013-06-20	2013	6	20	30,5	20,1	25,6	16,3	58,6	SE	14,9		1016,6	0	2,4	0,4	15	15,5	NA
2013-06-19	2013	6	19	27,2	16,4	21,7	16,6	73,6	ENE	7,2		1017,6	0	3	1,5	8,3	15,2	NA
2013-06-18	2013	6	18	25,1	16,7	20,8	10,2	52	ESE	8,3	28,8	1017,7	0,01	4,4	2	11,8	18,3	NA
2013-06-17	2013	6	17	22,9	13,2	18,8	8,8	54	W	10,1	36	1016,7	0	5,5	2,8	10,6	20	NA
2013-06-16	2013	6	16	23,9	14,8	19,9	11,1	59	S	10,4	32,4	1014,5	0,01	5	1,8	11	18,1	NA
2013-06-15	2013	6	15	20,4	10,1	16,2	10,4	70,4	W	10,1	46,8	1019	0,01	3,8	2,2	8,3	17,2	NA
2013-06-14	2013	6	14	25,7	17,1	21,8	12,5	57,1	SSW	15,5	46,8	1014,8	0	5,7	3	9,6	20,9	NA
2013-06-13	2013	6	13	23,8	13,7	19,2	8,6	52,9	W	5,7		1019,8	0	2,5	0,9	15,4	18,1	NA
2013-06-12	2013	6	12	21,6	10,4	16,6	8,2	59,3	NNW	7,2	28,8	1016,5	0	2,5	2,3	13,5	20	NA
2013-06-11	2013	6	11	21	9,7	15,5	10,1	72,1	N	10,8		1010,1	0,01	4,2	2,4	3,9	17,6	NA
2013-06-10	2013	6	10	24,1	14,3	19,2	13,3	71	NE	9,6		1008,7	15,6	6,7	4,3	5,2	16,5	NA
2013-06-09	2013	6	9	23,9	14,5	18,3	15	82,1	NW	4,8		1014,4	9,5	6,4	4,9	4,3	13,7	NA
2013-06-08	2013	6	8	25,2	14	19,5	14,8	76,3	NNE	5,6	36	1018,9	0	3,4	1,8	9,9	16,2	NA
2013-06-07	2013	6	7	21	12,5	16,6	13,5	81,6	NNE	4,8		1021,4	0	3,3	2,5	12,1	16,8	NA
