data	yy	mm	dd	tmax	tmin	tavg	tdavg	rhavg	wd	ws	gust	slp	prec	totcl	lowcl	sun	vis	snow
2007-07-02	2007	7	2	22,2	14	18,3	13,3	72,2	SSE	9,5		1011	1,4	6,1	4,4	7,1	14	0
2007-07-01	2007	7	1	22,7	9,4	15,8	11,2	76,3	WSW	14,4		1013,4	1,1	4,9	4	4,8	15,6	0
2007-06-30	2007	6	30	21,3	14	17,5	8,5	56,7	SW	12,2		1013,8	0	6,5	4	10,3	17,5	0
2007-06-29	2007	6	29	19	10	14,4	10,3	77,8	W	16,7		1010,5	2,5	5,2	4	8,3	16,2	0
2007-06-28	2007	6	28	16,1	10,8	13,4	6,6	64,1	WSW	25,2	64,8	1003	0,5	6,6	5,2	5,4	18,8	0
2007-06-27	2007	6	27	19,4	11,3	14,6	10,1	75,2	WSW	20,7	68,4	996,6	11,3	5,8	4,6	4,5	18,8	0
2007-06-26	2007	6	26	28,6	13,9	21,8	13,2	69	WSW	17,2	61,2	1001,6	17,1	5,7	4,6	13,8	14,4	0
2007-06-25	2007	6	25	23,4	13	18,5	12,8	70	WSW	8,6		1012,8	0,01	4,1	2,6	11,4	17,5	0
2007-06-24	2007	6	24	22,2	12,4	16,2	13,2	83,8	WSW	13,5		1009,7	2,9	4,5	2,9	7,5	11,4	0
2007-06-23	2007	6	23	20,5	14,4	16,9	13,2	78,3	WSW	12,6		1008,7	0,01	5,6	4,8	2,9	16,2	0
2007-06-22	2007	6	22	30,2	14,2	20,8	15,6	79,1	SSE	17,1		1007,5	10,9	7,1	5,5	5,9	10,6	0
2007-06-21	2007	6	21	27	18,6	22,5	11,1	49,4	ESE	16,2		1014,8	0	4,4	3,1	13,6	20	0
2007-06-20	2007	6	20	24,5	11,5	18,4	11,8	67,2	NNW	11,7		1016,2	0,01	2,8	2,8	8,6	17,1	0
2007-06-19	2007	6	19	21,4	14,1	17,9	14,6	82,8	WSW	9,9		1010,6	0,3	6,1	5	0,9	13,5	0
2007-06-18	2007	6	18	26,2	12,9	20,5	10,4	55,5	WSW	9		1008	0	4	2,2	14,7	19,4	0
2007-06-17	2007	6	17	23,1	13,1	18,5	12,7	70,9	WSW	14,9		1007,2	0,01	2,9	3,3	6,8	16,9	0
2007-06-16	2007	6	16	31,6	18,5	23,6	15,6	66,8	ESE	12,2		1002,4	5	5,5	2,1	11	11,4	0
2007-06-15	2007	6	15	29	16	22,7	13,6	60,7	S	8,1		1006,5	0	3,4	1,4	11,2	14,8	0
2007-06-14	2007	6	14	24,2	14	19,9	15,3	76,1	NW	5,4		1007,7	0,01	4,5	2	6	15,8	0
2007-06-13	2007	6	13	31	14,5	24,2	11,7	50,6	WSW	10,4		1006	0,01	3,5	2,9	14,8	20	0
2007-06-12	2007	6	12	28,7	14,6	22,8	10,5	49,5	ENE	9,5		1011	0	0,8	0,6	15,9	18,1	0
2007-06-11	2007	6	11	28,3	14,4	22,2	11	50,9	NE	8,6		1014,1	0	1,9	1,3	14,4	20	0
2007-06-10	2007	6	10	29,1	12,4	19,6	13,7	73,2	NNE	5,9		1017	5,9	3,2	1,7		14,6	0
2007-06-09	2007	6	9	30,2	15,6	24	12,5	53	E	7,7		1018,3	0	2	1,9	14,8	18,1	0
2007-06-08	2007	6	8	29	15,4	22,9	13,1	56,2	E	15,3		1018,5	0	1,6	1,3	14,5	20	0
2007-06-07	2007	6	7	26,3	16,6	22	15,5	68,4	ENE	11,3		1017,5	0	3	2,1	12,5	13	0
2007-06-06	2007	6	6	22,4	13,4	18,4	15,3	81,8	E	9,5		1019,5	0,01	5,6	2,8	1,6	8,2	0
2007-06-05	2007	6	5	17,5	14,7	16,4	15,3	91,7	NNE	6,8		1021	8,3	7,7	7,7		7,8	0
2007-06-04	2007	6	4	16,3	13,9	15	12,7	85,7	ENE	10,4		1021,9	0,01	7,9	7,2		8,2	0
2007-06-03	2007	6	3	21,4	13,2	16,5	13,8	84,5	NE	13,1		1020	0,01	7,4	7,4	1,1	12,6	0
2007-06-02	2007	6	2	20,6	12,5	17,3	12,4	74,5	NE	9,9		1017,5	0	6	6	3	13,1	0
2007-06-01	2007	6	1	18,4	8,6	14,8	9,8	72,7	NNW	4,1		1016,1	0	5	3,6	2,5	13,8	0
2007-05-31	2007	5	31	14,5	11	12,5	10,4	87,5	WNW	13,5		1014,2	0,8	7,1	6,1		16,6	0
2007-05-30	2007	5	30	27,8	10,7	19,5	11,7	64,1	SW	11,7		1000,8	0,6	4,4	3,1	9,1	19,4	0
2007-05-29	2007	5	29	28,5	16,2	22,2	14,8	64,2	SE	13,1		995	0	4,2	1,5	12,9	13,8	0
2007-05-28	2007	5	28	28	13,6	20	15,3	78,5	E	10,8	72	997	0,4	4,1	3,3	7,2	12,5	0
2007-05-27	2007	5	27	28,4	17,5	22,8	16	67,8	S	10,4		1001,9	0	4,9	0,8	12,2	16,2	0
2007-05-26	2007	5	26	29,5	16,6	24	16,2	65,2	SSE	8,6	61,2	1006,4	7,7	3	1,9	14,2	14,2	0
2007-05-25	2007	5	25	24,5	13,6	19,8	10,8	56,9	SSE	5,9		1015,9	0	0,5	0,8	15	18,1	0
2007-05-24	2007	5	24	23,5	9,4	17	10,2	65,3	N	10,4		1020,4	0,01	2	2,3	10,5	17,5	0
2007-05-23	2007	5	23	29	14,6	22,4	14,9	66,5	NNW	10,8		1016,1	0	5,4	2,5	10,3	14,4	0
2007-05-22	2007	5	22	27,8	15	22,4	16,1	69,1	SE	7,2	36	1015,4	0	1,1	1,6	14,7	16,2	0
2007-05-21	2007	5	21	25,4	14,5	20,5	13,6	66,1	ESE	12,2		1018	0	0,6	0,3	14,6	18,8	0
2007-05-20	2007	5	20	21,3	9,1	15,9	7	58	SSE	9,9		1016,9	0	0,1		15	19,4	0
2007-05-19	2007	5	19	14,9	5,7	11	5,7	69,8	SSW	9		1017,7	0	2,8	5,5	2,6	14,6	0
2007-05-18	2007	5	18	11,5	5,6	8,6	5,8	83,9	W	15,8		1011,2	5,2	7	6	3,2	12,1	0
2007-05-17	2007	5	17	16,9	9	12,5	5,3	62,7	S	14		1009,7	0,01	5,6	4,1	11,1	17,5	0
2007-05-16	2007	5	16	17,2	8	12,6	9,6	84,6	NW	12,2		1012	10,6	6,8	6,2	4,3	14,4	0
2007-05-15	2007	5	15	25,5	13,4	19	13,9	74,9	W	11,7	75,6	1005,7	18	6,2	4,1	6,8	12,8	0
2007-05-14	2007	5	14	22	12,6	17,9	10	60,5	SSE	14		1010,9	0,01	4,5	3,1	10,5	20	0
2007-05-13	2007	5	13	14,4	9	12,2	9,3	82,3	SW	8,1		1010,5	4	5	4	5,5	11,9	0
2007-05-12	2007	5	12	22,6	8,1	14,3	8,4	70,3	W	27,5	82,9	1003,1	0,8	6,1	5,1	4,8	19,4	0
2007-05-11	2007	5	11	17,3	9,4	12,9	11,5	89,3	SW	14,9	43,2	1005,3	9,1	7,2	6,6	0,8	10,5	0
2007-05-10	2007	5	10	15	5,3	10,5	5,8	74,3	W	17,1	61,2	1008,7	1,3	4,4	4,4	6,3	13	0
2007-05-09	2007	5	9	15,9	7,3	10,9	7,1	79,6	W	18,9	57,6	1004,4	2,4	5,9	4,4	7	12,5	0
2007-05-08	2007	5	8	18,4	10,3	13,6	9,7	79,6	W	14,4		1005	17,3	7,9	6,9	1,4	9,8	0
2007-05-07	2007	5	7	20,2	8,5	13,9	7	66,7	ESE	12,2		1012,2	0,01	5,4	3,2	4,9	17,1	0
2007-05-06	2007	5	6	22,2	8,4	15,9	4	48	E	18,5		1014,7	0	2,9	0,6	12,3	20	0
2007-05-05	2007	5	5	20,1	6,4	13,3	-1,4	37,8	E	13,5		1013,1	0	0,1		14,6	20	0
2007-05-04	2007	5	4	16,4	2,8	10,2	-1,8	48,1	ENE	12,6		1016,3	0	1	0	14,1	20	0
2007-05-03	2007	5	3	17,2	4,4	11,4	0,9	50,3	NNW	7,7		1015,8	0	1,9	1,3	13,1	18,8	0
2007-05-02	2007	5	2	10	-0,1	5,4	-1	64,7	NNE	5,4		1020	0	3,8	4,5	8,3	15,9	0
2007-05-01	2007	5	1	15,5	-1,5	8	-2,6	49,7	NNE	14		1019,1	0	4,4	1,9	9,2	20	0
2007-04-30	2007	4	30	13,4	-0,3	7,6	-0,6	57,8	NNE	12,2		1021	0	1,4	1,5	13,9	20	0
2007-04-29	2007	4	29	25,3	2,7	14,6	4,8	57,8	NNE	18,9	54	1020,4	6	4	3,3	11,8	15,9	0
2007-04-28	2007	4	28	25,5	7,4	17,7	7,2	56	NW	6,3		1021,5	0	0,5	1,3	13,5	17,5	0
2007-04-27	2007	4	27	23,3	7,3	16	6,5	57,2	SE	8,6		1023,4	0	1,2	0,4	13,4	16,2	0
2007-04-26	2007	4	26	21,3	7,1	14,3	4,6	52,8	SE	9,9		1023,2	0	2,1	0,4	11,8	19,4	0
2007-04-25	2007	4	25	20,7	6	14,2	7,1	66,6	ENE	11,7		1020,7	0	2,1	2,3	10,4	15,6	0
2007-04-24	2007	4	24	22,3	8,4	15,4	2,5	43,8	WNW	8,6		1018,2	0	3,6	2	12,5	19,4	0
2007-04-23	2007	4	23	15,8	5,6	10,4	-7,6	27,9	SE	8,1		1025,5	0	4,1	0,8	13,2	20	0
2007-04-22	2007	4	22	12	-3,2	5,5	-5,4	47,4	NW	9,9		1024,9	0	1,4	1,5	13,6	20	0
2007-04-21	2007	4	21	11	-1,5	5,8	-3,6	52,7	WNW	23,9		1018,8	0	2,6	3,5	12,7	18,8	0
2007-04-20	2007	4	20	15,5	3,4	10,1	-0,6	48,1	W	27	82,9	1012	0,01	5,5	3,4	11,3	17,5	0
2007-04-19	2007	4	19	12,1	0,9	6,9	0	63,5	WNW	22,5		1017,2	0,01	2,9	2,3	10,4	19,4	0
2007-04-18	2007	4	18	24,7	3,9	14	3,7	56,8	WNW	17,1		1013,7	0,7	4,9	2,9	10,5	20	0
2007-04-17	2007	4	17	21,6	5,2	13,8	3	53,1	S	6,8		1021,4	0	1,2	0	13,3	16,4	0
2007-04-16	2007	4	16	19,3	5,3	12,7	3	53,9	E	11,3		1028,1	0	1	0	12,7	20	0
2007-04-15	2007	4	15	20,8	4,4	13,8	2,4	49,2	ENE	11,7		1028,1	0	0,5	0	12,8	18,8	0
2007-04-14	2007	4	14	19,3	4,5	12,7	0,8	45,1	ESE	11,7		1027,7	0	2,2	0	11,8	20	0
2007-04-13	2007	4	13	17,9	5,2	11,3	2,5	57,1	NE	8,1		1026,5	0	0		11,2	18,8	0
2007-04-12	2007	4	12	17,1	4	11	6,4	74,3	WNW	16,2		1022,5	0	2,4	4,8	7,1	14,4	0
2007-04-11	2007	4	11	12,6	3,8	8,5	5,2	80,7	W	13,1		1017,2	2,5	4,9	4,5	3,1	12	0
2007-04-10	2007	4	10	12,5	8,2	10,1	5,7	75	W	22,1	46,8	1011,6	1,2	7,2	6,4	0,2	13,1	0
2007-04-09	2007	4	9	10	6,2	8,3	2,9	69	W	21,6		1016,7	0,2	7,2	6	4,8	15	0
2007-04-08	2007	4	8	9,5	2,5	5,9	-1,5	59,6	WNW	21,2		1019,2	0	4,5	4,4	6,4	17,5	0
2007-04-07	2007	4	7	12,3	1,2	6,8	0,7	67,9	WNW	16,2		1018	0	4,8	5,8	3,3	13,9	0
2007-04-06	2007	4	6	12,5	2,1	8,2	3,5	70,3	W	27	46,8	1012,1	0	5,1	4,9	5,4	13,2	0
2007-04-05	2007	4	5	9,2	0,4	3,9	-4,3	56,9	NW	13,1		1018,4	0	3	1,3	11,7	16,9	0
2007-04-04	2007	4	4	13,4	-0,4	6,8	-0,3	62,3	N	18		1013,4	0,01	5,6	4,7	5,2	12,1	0
2007-04-03	2007	4	3	16,4	1	9,1	0,1	58,1	WNW	3,6		1022,3	0	1,6	0,2	10,1	7,2	0
2007-04-02	2007	4	2	17	2,4	9,9	0,9	56,4	E	9		1032,4	0	0,2	1	9,2	9,8	0
2007-04-01	2007	4	1	15,5	2,2	9	-2	50,7	E	10,8		1026,5	0	0		10,4	11,9	0
2007-03-31	2007	3	31	13	2,4	8,3	1,3	61,8	E	11,7		1018,4	0,01	4	3,3	6,2	10	
2007-03-30	2007	3	30	15,2	1,2	8,6	0,3	58,4	ESE	14,4		1018,7	0,01	1,9	3	9,1	11,9	
2007-03-29	2007	3	29	15,3	4,7	10,2	1	54,8	ESE	19,8		1021,9	0	0,8	2	9,7	13,9	
2007-03-28	2007	3	28	15,2	3,6	9,3	1,1	58,1	E	11,3		1025,7	0	0,4	0	10,9	13,1	
2007-03-27	2007	3	27	13,9	1,5	8,1	-0,6	57,4	E	15,8		1029,8	0	0,5	0	10,7	15,1	
2007-03-26	2007	3	26	14,9	3,9	9,4	1,2	57,3	E	18,9		1029	0	0,1		10,6	13,9	
2007-03-25	2007	3	25	14,4	3,6	9,5	0,5	55,4	E	25,2	64,8	1020,7	0	0,6	0	8,7	13,1	
2007-03-24	2007	3	24	9,5	2	7,3	3,9	77,6	ENE	30,6	64,8	1011,3	3,7	6,4	5,6	2,4	10,9	
2007-03-23	2007	3	23	4,8	0	2,5	0,4	85,7	SE	15,8		1009,2	7,1	5,8	4,9		9,3	0
2007-03-22	2007	3	22	3,8	0,5	1,7	1,1	95,7	W	11,7		1000,2	6,9	7,9	7,8		5,7	0
2007-03-21	2007	3	21	6,3	0,4	2,3	0,5	88,9	N	15,3		995,4	7,5	8	6,2		6,9	1
2007-03-20	2007	3	20	7,4	-1,7	2,9	-1,8	73,3	SW	11,3		994,5	0	4,8	2,9	1,9	9,9	
2007-03-19	2007	3	19	10	1	5,9	2,5	81,2	WSW	23,9	57,6	991,9	5,2	5,1	5,8		12,8	
2007-03-18	2007	3	18	8,5	4,2	6,1	4	85,3	W	24,8	61,2	1006,6	6,6	6,8	6	2,8	11,2	
2007-03-17	2007	3	17	12	2,5	8,6	3,1	68,2	WSW	17,1		1016,9	2	6	5,4	5,8	10,6	
2007-03-16	2007	3	16	11,6	1,6	6,1	2	76,3	W	9,5		1025,6	0	4	4,2	8,6	12,2	
2007-03-15	2007	3	15	12,2	1,3	5,8	2,1	79,5	WNW	13,5		1030,8	0	2,8	1,3	9,1	12,9	
2007-03-14	2007	3	14	18,4	0,5	9,6	2,8	65,8	WSW	9,5		1026,5	0	3,4	0	10	11,2	
2007-03-13	2007	3	13	15,7	-1,6	6,8	2,5	78,9	W	4,4		1029,2	0	1,2	0	8,7	7,7	
2007-03-12	2007	3	12	12,9	1,3	6,9	3,9	81,7	W	12,6		1030,7	0	4,2	3,8	2,2	9,2	
2007-03-11	2007	3	11	8,8	0,1	4,6	1,3	80,6	W	13,5		1032,2	2,1	2,9	5,5	4,2	10,9	
2007-03-10	2007	3	10	11,7	1,1	6,4	2	76,1	WSW	7,7		1025,1	0,01	3,1	4,2	7,2	11,1	
2007-03-09	2007	3	9	8,4	3,8	6,5	5,1	90,3	W	9,9		1020,8	2,7	6,8	6,8		7,6	
2007-03-08	2007	3	8	16,3	2,7	8,5	4,9	79,5	SE	11,3		1007,1	0	3,4	2,5	10	8	
2007-03-07	2007	3	7	11,5	2,6	7,5	3,5	75,5	SSE	11,3		1014,1	0	4,4	2,9	1,5	9,4	
2007-03-06	2007	3	6	8,7	1,4	5,7	1,7	77,1	S	15,8		1020,3	1,5	6,4	3	1,7	9,4	
2007-03-05	2007	3	5	7,4	-0,8	3,2	0,9	85,8	WNW	10,8		1022,7	0	5,1	5,3	0,3	9,1	
2007-03-04	2007	3	4	6,9	0,4	4,1	1,6	84,3	NW	11,3		1007,9	0,3	7,1	6,1	2,1	10	
2007-03-03	2007	3	3	7,3	1,3	4,9	3,1	89,7	W	17,6		1001,3	2,8	6,5	6,5	0,6	13	
2007-03-02	2007	3	2	10,3	3,6	6,8	5	88,4	SSW	15,3		991,9	2,4	5,9	4,6		13,8	
2007-03-01	2007	3	1	10,4	0,5	6,5	4,8	86,7	SW	13,1	61,2	995,1	2	6,6	5,8		10,6	
2007-02-28	2007	2	28	5,2	-0,5	1,8	0,2	90,4	SW	17,1	54	1004,7	2,6	5,2	4,9	1,6	9	2
2007-02-27	2007	2	27	8,3	2,7	5,1	3,2	87,5	SW	15,8		1002,2	2,4	7,5	7	1,6	8,2	
2007-02-26	2007	2	26	5	-0,5	2,8	0,6	83,9	SE	14,4		1004,3	0,9	7,4	6,2	2	4,9	
2007-02-25	2007	2	25	-0,4	-7,3	-2,9	-6,2	75,5	SE	24,3		1011,7	0,2	5,5	4	2,9	10,2	3
2007-02-24	2007	2	24	-5,7	-8,2	-6,8	-10,8	72,4	ESE	30,6		1021,5	0	7,5	7,5		9,8	3
2007-02-23	2007	2	23	-0,8	-8,1	-4,8	-7,3	85,6	E	20,3		1017,9	3,6	7,9	7,8		8,4	3
2007-02-22	2007	2	22	1,9	-1,7	0	-5	70,4	ESE	27,5		1016,6	0,9	7,8	5,8		8,8	1
2007-02-21	2007	2	21	5,1	-1,8	2,1	-0,1	86,1	E	6,3		1015,7	0	5,6	6,4	0,9	7,1	
2007-02-20	2007	2	20	3,4	1,7	2,5	1,2	91,4	WSW	6,8		1014	0,01	8	8		4,8	
2007-02-19	2007	2	19	9,3	-1,8	3,8	0	76,2	WSW	13,1		1012,9	0,01	4,5	3,8	9,1	9,7	
2007-02-18	2007	2	18	4,1	-2,5	0,2	-5,3	67,4	SE	20,3		1025,3	0	2,4	0	9,1	12	
2007-02-17	2007	2	17	3	-2,3	1,3	-0,8	87,6	ESE	17,6		1031,9	0,01	6,4	6,7		7	
2007-02-16	2007	2	16	4	0,8	2,6	1,7	94,6	NE	14,9		1019,7	12,6	8	7,9		4	
2007-02-15	2007	2	15	5,4	1,2	3,5	1,9	88,9	E	11,3		1010,2	0,01	6,9	5,5		5,7	
2007-02-14	2007	2	14	7	1,7	4,8	4,2	94,9	W	11,7		1003	1,6	7,2	7,2	0,2	4,8	0
2007-02-13	2007	2	13	3,2	-0,4	2,1	1,4	94	SE	12,2		998,2	1	6,5	6,4	0	1,8	2
2007-02-12	2007	2	12	-0,4	-8,4	-4,3	-5,4	87,9	ESE	21,2		1007,6	0,7	8	8		3,4	9
2007-02-11	2007	2	11	-4,6	-10,6	-7,7	-10,4	81,9	E	20,3		1016,2	0,01	5,9	4,1		10,5	8
2007-02-10	2007	2	10	-0,6	-6,9	-3,1	-4,8	90,8	ENE	12,6		1008,1	1,7	8	7,8		3,9	9
2007-02-09	2007	2	9	0,1	-1	-0,4	-1	95,9	E	8,1		999	4	8	8		1,9	8
2007-02-08	2007	2	8	4,1	-0,8	0,6	-1,4	86,6	ESE	14		1003,6	0,8	5,5	4,6	5,1	5,5	1
2007-02-07	2007	2	7	3,1	-1,2	1	-1	87,9	WSW	8,6		1004,1	1,2	7,4	7,4	0	6,5	0
2007-02-06	2007	2	6	2,7	1	1,8	0,2	88,8	W	16,7		1005,1	0,2	7,2	7	1,2	9,1	
2007-02-05	2007	2	5	6,3	1,5	4,1	1,8	84,9	W	18,9		1020,7	0,01	6,9	6,6		9,1	
2007-02-04	2007	2	4	7,6	-0,5	3,5	0,4	82,3	NW	22,5		1024,4	0	3,6	5,8	5,2	13	
2007-02-03	2007	2	3	7,2	0,3	4,8	3,6	90	W	20,3	54	1020,7	3,8	7,5	7,4		5,7	
2007-02-02	2007	2	2	5,6	0	3,4	0,3	82,1	NW	14,9		1023,6	0,01	6,9	6,6		12,7	
2007-02-01	2007	2	1	6,8	4,1	5,5	2,6	81,4	WNW	33,3	79,3	1006,9	4,7	7,9	7,9		11	
2007-01-31	2007	1	31	4,9	0,7	3,9	3,2	93,6	W	15,8		1014,9	2	7,6	7,5		7,9	
2007-01-30	2007	1	30	2,7	-2,1	0,5	-1,9	85	WNW	18		1013,7	0,9	5,8	5,5	2	11,5	1
2007-01-29	2007	1	29	4,5	-1,6	2,4	1,5	91,2	W	32,9	68,4	1002,4	6,3	8	8		13	
2007-01-28	2007	1	28	-0,2	-4,5	-1,7	-4,5	81,7	WNW	19,8		1015,2	0,1	6,1	5,1	2,8	13,5	12
2007-01-27	2007	1	27	0,1	-10	-3,5	-5,4	83,6	WSW	26,6	50,4	1008,4	2,5	6,5	5,8	1,6	11,2	11
2007-01-26	2007	1	26	0,4	-10,2	-5,1	-8,6	79,5	NW	13,5		1019,2	0	2,8	3,8	1,1	18,1	4
2007-01-25	2007	1	25	-1,5	-3,3	-2,6	-6	78,4	NNE	20,7		1005,4	1	7,9	7,5		7,8	4
2007-01-24	2007	1	24	-2	-5,6	-3,2	-6	80,6	NE	11,7		1012,1	0	6,6	2,2	0,7	16,1	
2007-01-23	2007	1	23	6	-5,3	1,6	-2,8	75,9	W	22,1	43,2	1014,1	0,7	5,4	5,2	1,5	15,6	
2007-01-22	2007	1	22	7,6	3,7	5,3	1,1	74,9	WSW	27,9	64,8	1005,4	4,9	5,9	5,9	3,7	17,8	
2007-01-21	2007	1	21	12,1	4,1	7,3	4,6	82,6	WSW	19,4	64,8	1005,4	5,5	4,4	7		12,8	
2007-01-20	2007	1	20	8,4	4,1	6	2,7	80,3	WNW	27,9	75,6	1006	0,4	6,5	6,1	2,2	16,2	
2007-01-19	2007	1	19	13,4	5,6	8,3	5,2	81,5	WSW	35,6	122,5	986,1	16,5	7,5	7,4		12,1	
2007-01-18	2007	1	18	10	4,5	7,5	4,4	80,3	SW	16,7		1010,4	1,9	6,8	4,8	2,9	11,2	
2007-01-17	2007	1	17	5,8	-0,7	4	1,4	82,9	SW	12,4		1019	0,01	4,9	4,7	3,9	11,2	
2007-01-16	2007	1	16	6,3	-1,2	2,7	-0,5	81,8	WSW	15,3		1023,6	0	2,5	0,8	4,6	12,8	
2007-01-15	2007	1	15	11,1	3	6,9	0,7	67,6	W	33,8	75,6	1021,3	1,8	4,8	6,3	4,1	18,1	
2007-01-14	2007	1	14	11,5	6,1	9,4	4,9	75	W	20,3	75,6	1013,8	0,2	5,9	5,6	0,3	14,4	
2007-01-13	2007	1	13	11,5	5,6	7,7	3,6	74,7	W	35,1	75,6	1009,4	0,3	6,8	6,5	1,1	14,9	
2007-01-12	2007	1	12	7,7	3,2	6,2	2,1	74,7	WSW	30,6	64,8	1003,3	5,1	7,2	6,2		11,9	
2007-01-11	2007	1	11	13,5	5,4	10,1	5	72,3	WSW	27,5	64,8	1011,8	2,3	6,9	6,8	0,5	14,4	
2007-01-10	2007	1	10	12,5	7,1	10,7	8,1	82,4	SW	17,1		1011,9	0,1	7	6,6	0	15	
2007-01-09	2007	1	9	8	2,9	6,3	4	83,3	SSW	14,9		1007,7	0,1	6	4,8	0,2	11,9	
2007-01-08	2007	1	8	8,6	2,4	4,9	2,9	89,3	WSW	12,2		1014,8	3,7	5,4	6,1		11,1	
2007-01-07	2007	1	7	9,1	6	7,5	6,8	95	WSW	12,2		1013	10,5	7,2	7,1		5,8	
2007-01-06	2007	1	6	8	5,4	6,4	4,3	87,2	W	21,2	50,4	1012,7	1	6,5	6,1	2,8	14,2	
2007-01-05	2007	1	5	7,9	4,4	6,2	4,2	86,2	WSW	21,6		1004,6	0,9	7,4	7,4		10,4	
2007-01-04	2007	1	4	6,2	3,5	4,6	2,7	87,1	WSW	17,6		1017,8	1,4	7,4	7,4	0,2	13,1	
2007-01-03	2007	1	3	5,7	3	4,4	1,9	84,1	WSW	18,9		1013,7	0,9	7,1	6,2	2,4	13,2	
2007-01-02	2007	1	2	11,2	4,4	7,3	2,8	74,1	W	22,5	57,6	1006,8	0,2	5,8	4,9	2,2	13,8	
2007-01-01	2007	1	1	9,5	5,9	7,4	3,9	78,7	WSW	22,5	68,4	1016,6	0,5	6,5	5,2	1,1	18,1	
2006-12-31	2006	12	31	7,1	-0,7	3,7	0,9	78,7	SSW	19,8	1020,5	2,4	6,5	5,6	4	10,8		0
2006-12-30	2006	12	30	2,7	-0,4	1,4	0,9	96,6	SSW	9	1028,9	0	6,8	6		2,8		0
2006-12-29	2006	12	29	0,5	-1,4	-0,5	-1,3	94,3	W	13,1	1023,2	0,6	8	7,6		3,8	1	0
2006-12-28	2006	12	28	1,3	-0,5	0,1	-1,6	88,9	W	14	1028	0	7,9	7,9		7,9		0
2006-12-27	2006	12	27	1,3	-2,1	-0,1	-0,3	96,5	W	12,2	1034,7	0	7,6	7,4		4		0
2006-12-26	2006	12	26	4,8	-3,5	1,3	0,1	93,9	NW	6,3	1037,4	0	5,4	6,2	1,2	4,7		0
2006-12-25	2006	12	25	5,8	2,1	4,1	3,5	96	WNW	14,9	1033,7	0,01	6,9	6,9		5,5		0
2006-12-24	2006	12	24	5,2	2,9	4,1	2,6	90,7	W	14,9	1039,4	0,01	7,6	7,6		6,8		0
2006-12-23	2006	12	23	5,4	4	4,7	2,5	85,6	WNW	17,1	1040	0,01	8	8		10		0
2006-12-22	2006	12	22	4,5	3,1	3,8	2,5	90,9	WNW	14,9	1039,8	0,01	8	7,9		8,5		0
2006-12-21	2006	12	21	6,1	2	4,4	3,4	93,6	NW	16,2	1032,1	0,2	7,5	7,4		6,9		0
2006-12-20	2006	12	20	4,5	0,5	3,1	1,6	89,2	W	12,6	1030,2	0,01	6,1	6	5,2	10,6		0
2006-12-19	2006	12	19	4,1	1,9	3,2	1,3	88,1	W	11,3	1027,8	0,2	7,2	7,1		10		0
2006-12-18	2006	12	18	5,9	1,6	3,5	1,7	88,9	WSW	14,4	1022,1	1,7	6,4	6,4	1,2	11,9		0
2006-12-17	2006	12	17	10,1	2,5	6,3	3	79,2	WSW	17,6	1018,2	0,9	5,6	4,9	6,3	10,6		0
2006-12-16	2006	12	16	8,2	1,5	4,5	1	78,4	SW	11,7	1023,3	0	2,5	2,2	3,2	10		0
2006-12-15	2006	12	15	9,5	3,8	7,7	4,4	81,6	WSW	16,7	1024,3	0	7,1	7,1		12,9		0
2006-12-14	2006	12	14	8,9	3,3	6,2	4,5	87,2	WSW	18,9	1022,1	2	6,6	5,5	0,6	12		0
2006-12-13	2006	12	13	6,1	3,1	4,5	3,2	92	WSW	16,2	1020,1	4,4	5,9	5,4		8,2		0
2006-12-12	2006	12	12	6,1	0,5	3,4	1,4	86	SSW	14,9	1020,3	4,5	4,5	4,7	5,9	9,2		0
2006-12-11	2006	12	11	6,4	1,3	4,1	2,9	94,1	W	15,3	1027	0,1	6,5	7,4		5,2		0
2006-12-10	2006	12	10	9,9	5	7,4	5,6	89,4	NW	10,4	1011,5	11,5	7,6	7		7,6		0
2006-12-09	2006	12	9	12,6	6,3	8,9	5,6	81,4	SSE	9,6	1001,9	0	3,8	0,8	6,2	11,1		0
2006-12-08	2006	12	8	10,5	5,5	7,9	3,9	75,5	S	14	1006,9	0	4,8	2,4	5,8	15		0
2006-12-07	2006	12	7	13,2	6,7	10,2	6,3	78,7	SW	13,1	1007,9	0,01	7,4	6	0,3	14,2		0
2006-12-06	2006	12	6	12,8	7,6	10,6	7,9	81,7	SSW	17,6	1004,1	0,4	4,8	3,4		10		0
2006-12-05	2006	12	5	10,1	6	8	4,8	79,8	SSW	17,1	1004,8	0,01	5,4	4,6	5,5	11,9		0
2006-12-04	2006	12	4	7,4	3	5,5	3	82,9	S	14	1009,6	1,2	5,8	3,1		8,2		0
2006-12-03	2006	12	3	7,4	0,7	3,8	1,6	84	SSW	12,2	1018,9	0	1,6	0,8	6,7	8,1		0
2006-12-02	2006	12	2	8	-0,8	3,7	2,1	90	SSW	6,8	1027,3	0	1,2	0	6,3	6,4		0
2006-12-01	2006	12	1	10,3	-1,3	4,6	3,1	92,4	SW	6,3	1036	0	2,1	0,4	4,3	4		0
2006-11-30	2006	11	30	7,8	4,6	6,1	5,8	97	W	9,9		1031,6	0	7,9	7,7		3	
2006-11-29	2006	11	29	7,9	3,2	5,6	5,4	97,8	SE	9,5		1024,5	0				0,4	
