2013010100	4	0	0
2013010101	6	0	0
2013010102	5	0	0
2013010103	5	0	0
2013010104	5	0	0
2013010105	5	0	0
2013010106	5	0	0
2013010107	5	0	0
2013010108	5	0	0
2013010109	5	10	10
2013010110	10	0	12
2013010111	8	13	15
2013010112	7	0	15
2013010113	6	0	0
2013010114	7	0	0
2013010115	6	0	0
2013010116	5	0	0
2013010117	5	0	0
2013010118	5	0	0
2013010119	7	0	12
2013010120	4	0	0
2013010121	3	0	12
2013010122	0	0	0
2013010123	4	0	0
2013010200	4	0	12
2013010201	4	0	0
2013010202	5	0	0
2013010203	3	0	0
2013010204	4	0	0
2013010205	3	0	0
2013010206	4	0	0
2013010207	3	0	0
2013010208	4	0	0
2013010209	4	0	0
2013010210	5	0	0
2013010211	5	0	0
2013010212	3	0	0
2013010213	4	0	0
2013010214	5	0	0
2013010215	4	0	0
2013010216	3	0	0
2013010217	3	0	0
2013010218	3	0	0
2013010219	3	0	0
2013010220	3	0	0
2013010221	3	0	0
2013010222	2	0	0
2013010223	3	0	0
2013010300	5	0	0
2013010301	5	0	0
2013010302	5	0	0
2013010303	6	0	0
2013010304	4	0	0
2013010305	4	0	0
2013010306	5	0	0
2013010307	4	0	0
2013010308	5	0	0
2013010309	6	0	0
2013010310	7	0	0
2013010311	7	0	0
2013010312	7	0	0
2013010313	8	0	0
2013010314	8	0	0
2013010315	9	0	13
2013010316	7	0	0
2013010317	7	0	13
2013010318	7	0	13
2013010319	7	0	0
2013010320	5	0	0
2013010321	7	0	0
2013010322	6	0	0
2013010323	9	0	14
2013010400	8	13	18
2013010401	7	0	0
2013010402	8	0	13
2013010403	10	17	17
2013010404	8	14	14
2013010405	9	0	13
2013010406	8	0	17
2013010407	8	13	13
2013010408	9	14	14
2013010409	7	13	14
2013010410	9	15	15
2013010411	9	0	13
2013010412	8	0	15
2013010413	7	0	0
2013010414	7	0	0
2013010415	7	0	0
2013010416	6	0	0
2013010417	7	0	0
2013010418	6	0	0
2013010419	5	0	0
2013010420	4	0	0
2013010421	3	0	0
2013010422	3	0	0
2013010423	3	0	0
2013010500	4	0	0
2013010501	3	0	0
2013010502	4	0	0
2013010503	3	0	0
2013010504	4	0	0
2013010505	4	0	0
2013010506	5	0	0
2013010507	5	0	0
2013010508	4	0	0
2013010509	5	0	10
2013010510	4	10	10
2013010511	7	13	13
2013010512	7	12	14
2013010513	6	0	11
2013010514	6	0	11
2013010515	4	9	11
2013010516	6	0	11
2013010517	5	0	0
2013010518	4	0	11
2013010519	5	0	9
2013010520	5	0	10
2013010521	4	0	10
2013010522	4	0	9
2013010523	4	0	0
2013010600	4	0	10
2013010601	4	0	0
2013010602	3	0	0
2013010603	4	0	0
2013010604	5	0	0
2013010605	3	0	0
2013010606	3	0	0
2013010607	3	0	0
2013010608	4	0	0
2013010609	6	0	0
2013010610	5	0	0
2013010611	3	0	0
2013010612	4	0	0
2013010613	2	0	0
2013010614	5	0	0
2013010615	4	0	0
2013010616	4	0	0
2013010617	3	0	0
2013010618	3	0	0
2013010619	3	0	0
2013010620	4	0	0
2013010621	3	0	0
2013010622	5	0	0
2013010623	3	0	0
2013010700	4	0	0
2013010701	3	0	0
2013010702	4	0	0
2013010703	4	0	0
2013010704	5	0	0
2013010705	4	0	0
2013010706	5	0	0
2013010707	3	0	0
2013010708	4	0	0
2013010709	3	0	0
2013010710	5	0	0
2013010711	4	0	0
2013010712	3	0	0
2013010713	3	0	0
2013010714	3	0	0
2013010715	2	0	0
2013010716	2	0	0
2013010717	2	0	0
2013010718	3	0	0
2013010719	4	0	0
2013010720	3	0	0
2013010721	1	0	0
2013010722	2	0	0
2013010723	2	0	0
2013010800	2	0	0
2013010801	1	0	0
2013010802	1	0	0
2013010803	1	0	0
2013010804	1	0	0
2013010805	1	0	0
2013010806	1	0	0
2013010807	0	0	0
2013010808	2	0	0
2013010809	0	0	0
2013010810	1	0	0
2013010811	3	0	0
2013010812	2	0	0
2013010813	3	0	0
2013010814	2	0	0
2013010815	4	0	0
2013010816	2	0	0
2013010817	3	0	0
2013010818	2	0	0
2013010819	3	0	0
2013010820	0	0	0
2013010821	1	0	0
2013010822	4	0	0
2013010823	5	0	0
2013010900	4	0	0
2013010901	5	0	0
2013010902	4	0	0
2013010903	3	0	0
2013010904	3	0	0
2013010905	2	0	0
2013010906	2	0	0
2013010907	2	0	0
2013010908	1	0	0
2013010909	3	0	0
2013010910	3	0	0
2013010911	3	0	0
2013010912	3	0	0
2013010913	4	0	0
2013010914	3	0	0
2013010915	2	0	0
2013010916	3	0	0
2013010917	3	0	0
2013010918	3	0	0
2013010919	3	0	0
2013010920	4	0	0
2013010921	4	0	0
2013010922	6	0	11
2013010923	4	0	0
2013011000	6	0	11
2013011001	7	0	0
2013011002	6	0	0
2013011003	6	0	11
2013011004	8	13	13
2013011005	9	14	14
2013011006	10	0	15
2013011007	8	0	15
2013011008	7	0	12
2013011009	9	14	15
2013011010	7	0	14
2013011011	8	0	12
2013011012	9	0	15
2013011013	8	0	13
2013011014	7	0	0
2013011015	8	0	13
2013011016	7	0	0
2013011017	9	0	14
2013011018	8	13	14
2013011019	7	0	0
2013011020	7	0	0
2013011021	6	0	12
2013011022	6	0	0
2013011023	6	0	0
2013011100	7	0	12
2013011101	6	0	0
2013011102	4	0	0
2013011103	4	0	0
2013011104	3	0	0
