"date"	"yy"	"mm"	"dd"	"hh"	"ws"	"wd"	"pm10"	"air_t"	"slp"
2009-04-26	2009	4	26	11.5	5.08333333333333	154.702798683667	1.95416666666667	15.2375	1004.375
2009-04-27	2009	4	27	11.5	5.54166666666667	162.126632327847	10.4	15.7	997.75
2009-04-28	2009	4	28	11.5	4.75	149.64311247038	15.7958333333333	16.6833333333333	996.791666666667
2009-04-29	2009	4	29	11.5	2.375	115.49998302603	27.4916666666667	15.9583333333333	998.791666666667
2009-04-30	2009	4	30	11.5	3.125	56.842284430007	21.4208333333333	17.1541666666667	1002.83333333333
2009-05-01	2009	5	1	11.5	4.41666666666667	54.6516758274051	7.92083333333333	13.2125	1009.125
2009-05-02	2009	5	2	11.5	1.25	41.2584552375777	11.875	12.375	1013.54166666667
2009-05-03	2009	5	3	11.5	1.375	209.093610517508	15.825	14.2291666666667	1010.25
2009-05-04	2009	5	4	11.5	4.29166666666667	299.842591314683	4.41666666666667	9.75416666666667	1007.75
2009-05-05	2009	5	5	11.5	4.29166666666667	239.917202445904	2.15	8.02916666666667	1006.5
2009-05-06	2009	5	6	11.5	5.79166666666667	263.576358780559	6.8625	9.04166666666667	998.333333333333
2009-05-07	2009	5	7	11.5	3.33333333333333	257.417746895693	11.4583333333333	10.7916666666667	1004.625
2009-05-08	2009	5	8	11.5	2.79166666666667	194.498686440867	17.525	15.1333333333333	1003.75
2009-05-09	2009	5	9	11.5	3.25	274.489224281482	8.07083333333333	12.7041666666667	1009.5
2009-05-10	2009	5	10	11.5	3.5	288.237077458999	10.3625	12.4291666666667	1006.83333333333
2009-05-11	2009	5	11	11.5	1.875	23.3426015417322	16.6416666666667	10.9833333333333	1008.16666666667
2009-05-12	2009	5	12	11.5	3.45833333333333	2.59835007294437	9.2625	10.5916666666667	1010.79166666667
2009-05-13	2009	5	13	11.5	2.29166666666667	12.8952971747777	5.47916666666667	9.675	1011.125
2009-05-14	2009	5	14	11.5	3.16666666666667	77.5294343832772	2.80416666666667	10.3083333333333	1006.45833333333
2009-05-15	2009	5	15	11.5	4.08333333333333	85.2811222172996	11.5875	11.3166666666667	1003.20833333333
2009-05-16	2009	5	16	11.5	2.79166666666667	309.184844274696	14.3708333333333	8.69166666666667	1001.83333333333
2009-05-17	2009	5	17	11.5	2.125	103.685554656962	14.175	12.1333333333333	1007.875
2009-05-18	2009	5	18	11.5	2.83333333333333	291.435435260565	9.69166666666667	15.55	1006.95833333333
2009-05-19	2009	5	19	11.5	1	110.68024577852	11.0166666666667	14.6166666666667	1011.125
2009-05-20	2009	5	20	11.5	2	207.215283360517	10.4875	16.625	1009.875
2009-05-21	2009	5	21	11.5	2.45833333333333	107.911855291161	12.1166666666667	16.7916666666667	1003.875
2009-05-22	2009	5	22	11.5	3.5	265.924954518551	9.14166666666667	13.0333333333333	1000.83333333333
2009-05-23	2009	5	23	11.5	4.91666666666667	289.456261254341	5.81666666666667	10.8416666666667	1006.54166666667
2009-05-24	2009	5	24	11.5	2.04166666666667	247.493091880379	7.0875	14.1	1006.91666666667
2009-05-25	2009	5	25	11.5	1.08333333333333	319.491038713158	22.5583333333333	16.95	1007.25
2009-05-26	2009	5	26	11.5	3.125	154.835607373598	28.9541666666667	20.15	1001.70833333333
2009-05-27	2009	5	27	11.5	5.29166666666667	287.550007667618	22.5625	13.3875	1006.73913043478
2009-05-28	2009	5	28	11.5	4.375	255.919389837043	19.4375	9.65833333333333	1008.375
2009-05-29	2009	5	29	11.5	4.54166666666667	357.118928541601	10.125	8.85833333333333	1011.20833333333
2009-05-30	2009	5	30	11.5	3.16666666666667	41.8612736536917	15.9291666666667	11.6166666666667	1012.125
2009-05-31	2009	5	31	11.5	3.83333333333333	43.7333858617811	15.1916666666667	14.5375	1010.91666666667
2009-06-01	2009	6	1	11.5	2.41666666666667	36.5597138223328	14.2916666666667	12.7	1007.75
2009-06-02	2009	6	2	11.5	1.91666666666667	264.392905898269	19.7833333333333	13.1666666666667	1000.33333333333
2009-06-03	2009	6	3	11.5	6.25	279.698899065219	16.7416666666667	9.87083333333333	994.416666666667
2009-06-04	2009	6	4	11.5	4.91666666666667	265.077454299073	10.3791666666667	8.7125	996.5
2009-06-05	2009	6	5	11.5	5.04166666666667	257.869128129067	10.2333333333333	9.03333333333333	996.375
2009-06-06	2009	6	6	11.5	3.45833333333333	87.5012849329154	16.8833333333333	10.4041666666667	995.125
2009-06-07	2009	6	7	11.5	2.875	276.52383288439	17.15	10.9791666666667	991.916666666667
2009-06-08	2009	6	8	11.5	2.875	232.664605423793	20.6333333333333	14.3708333333333	998.875
2009-06-09	2009	6	9	11.5	3.375	131.491361979769	25.3958333333333	15.2541666666667	1000.125
2009-06-10	2009	6	10	11.5	2.91666666666667	205.686628566133	19.3958333333333	16.7833333333333	1002.79166666667
2009-06-11	2009	6	11	11.5	4.08333333333333	203.685790319569	20.8833333333333	15.0958333333333	998.958333333333
2009-06-12	2009	6	12	11.5	6.41666666666667	259.150688035611	8.4	10.3666666666667	1001.08333333333
2009-06-13	2009	6	13	11.5	7.04166666666667	276.975300327587	10.7333333333333	11.3583333333333	1002
2009-06-14	2009	6	14	11.5	4.66666666666667	274.934442040019	10.35	13.9625	1005.25
2009-06-15	2009	6	15	11.5	2.79166666666667	284.480975776527	21.9625	16.9625	1003.54166666667
2009-06-16	2009	6	16	11.5	4.54166666666667	305.74658325717	16.7	12.9375	1004.75
2009-06-17	2009	6	17	11.5	3.33333333333333	284.394155367676	14.9041666666667	11.9083333333333	1011.70833333333
2009-06-18	2009	6	18	11.5	3.45833333333333	217.331262089765	26.5958333333333	16.3625	1004.91666666667
2009-06-19	2009	6	19	11.5	2.70833333333333	280.725585173727	31.3416666666667	14.9208333333333	1002.91666666667
2009-06-20	2009	6	20	11.5	3	275.389977617339	14.4833333333333	13.6333333333333	1006.70833333333
2009-06-21	2009	6	21	11.5	1.29166666666667	338.001148495706	23.6208333333333	13.3958333333333	1007.375
2009-06-22	2009	6	22	11.5	5	22.3454509704761	15.6958333333333	13.9375	1008.5
2009-06-23	2009	6	23	11.5	7.83333333333333	16.6822725568134	15.05	17.7875	1006.41666666667
2009-06-24	2009	6	24	11.5	4.79166666666667	16.1952254099256	24.2458333333333	15.4291666666667	1003.58333333333
2009-06-25	2009	6	25	11.5	3.5	59.1392551663116	28.3208333333333	18.2041666666667	1001.29166666667
2009-06-26	2009	6	26	11.5	5.41666666666667	62.6679251097065	20.3708333333333	17.3833333333333	1003.08333333333
2009-06-27	2009	6	27	11.5	4.41666666666667	39.9131558728365	12.9833333333333	16.6166666666667	1004.16666666667
2009-06-28	2009	6	28	11.5	3.70833333333333	14.0528436662738	16.9916666666667	17.4208333333333	1004
2009-06-29	2009	6	29	11.5	2.16666666666667	323.883428743893	28.4	18.6125	1006.16666666667
2009-06-30	2009	6	30	11.5	1.79166666666667	9.95310528989279	28.5125	21.6208333333333	1008
2009-07-01	2009	7	1	11.5	1.45833333333333	54.1131227217003	28.9791666666667	22.1166666666667	1008.79166666667
2009-07-02	2009	7	2	11.5	1.5	40.0324878616084	32.5565217391304	20.4565217391304	1006.69565217391
2009-07-03	2009	7	3	11.5	1.875	50.5283096414186	17.4125	20.6291666666667	1002.79166666667
2009-07-04	2009	7	4	11.5	2.33333333333333	266.984579989906	31.1291666666667	20.5208333333333	997.791666666667
2009-07-05	2009	7	5	11.5	3.16666666666667	300.469266837301	22.9208333333333	18.9125	996.916666666667
2009-07-06	2009	7	6	11.5	1.79166666666667	296.655823814015	22.4416666666667	20.0625	995.666666666667
2009-07-07	2009	7	7	11.5	2.20833333333333	251.990585979197	21.15	19.775	994.95652173913
2009-07-08	2009	7	8	11.5	3.66666666666667	245.434625088937	14.7	15.025	992.833333333333
2009-07-09	2009	7	9	11.5	4.70833333333333	251.458960378245	13.8875	14.5458333333333	997.791666666667
2009-07-10	2009	7	10	11.5	3.125	225.455064554073	16.1208333333333	14.1791666666667	999.708333333333
2009-07-11	2009	7	11	11.5	3.625	253.955777362358	14.3458333333333	13.3708333333333	1001.95833333333
2009-07-12	2009	7	12	11.5	1.83333333333333	217.341813701391	18.2708333333333	14.7958333333333	1002.41666666667
2009-07-13	2009	7	13	11.5	2.375	282.558020652264	21.8708333333333	17.7208333333333	1001.54166666667
2009-07-14	2009	7	14	11.5	2.33333333333333	143.064540683729	33.6916666666667	19.5875	1003.04166666667
2009-07-15	2009	7	15	11.5	1.95833333333333	199.953132421337	29.9541666666667	21.7583333333333	1006.33333333333
2009-07-16	2009	7	16	11.5	2.58333333333333	288.77506730166	20.6833333333333	22.175	1008.625
2009-07-17	2009	7	17	11.5	3.58333333333333	107.822799731047	27.2791666666667	22.6166666666667	1003.04166666667
2009-07-18	2009	7	18	11.5	4.875	253.319163925474	26.175	18.8375	995.652173913043
2009-07-19	2009	7	19	11.5	3.70833333333333	272.378969897219	11.0708333333333	14.05	1000.29166666667
2009-07-20	2009	7	20	11.5	4.70833333333333	245.355440396951	11.8208333333333	15.275	1003.45833333333
2009-07-21	2009	7	21	11.5	3.33333333333333	243.620199270488	17.5958333333333	16.8708333333333	1003.79166666667
2009-07-22	2009	7	22	11.5	2.125	219.97027019447	24.9375	19.9625	998.875
2009-07-23	2009	7	23	11.5	2.29166666666667	160.243093059057	30.8375	21.6375	995.875
2009-07-24	2009	7	24	11.5	3.75	261.478917187977	18.5708333333333	17.7458333333333	999.958333333333
2009-07-25	2009	7	25	11.5	4.29166666666667	257.481131940545	13.2041666666667	15.1125	1003.79166666667
2009-07-26	2009	7	26	11.5	4.58333333333333	278.017085445593	9.69166666666667	14.4666666666667	1007.45833333333
2009-07-27	2009	7	27	11.5	2.54166666666667	176.464662779152	12.95	18.1291666666667	1005.70833333333
2009-07-28	2009	7	28	11.5	3.125	285.938386116999	23.1791666666667	16.6958333333333	1006.25
2009-07-29	2009	7	29	11.5	1.04166666666667	89.868305348174	22.8166666666667	18.1333333333333	1010.79166666667
2009-07-30	2009	7	30	11.5	3.375	204.275819488241	25.3583333333333	19.875	1006.04166666667
2009-07-31	2009	7	31	11.5	2.91666666666667	296.593812711376	17.4166666666667	16.8625	1010.58333333333
2009-08-01	2009	8	1	11.5	2.20833333333333	107.775189820668	18.5875	17.6625	1007.95652173913
2009-08-02	2009	8	2	11.5	3.29166666666667	95.5241255930647	27.1625	23.0291666666667	999.666666666667
2009-08-03	2009	8	3	11.5	4.33333333333333	280.603866481704	32.3291666666667	17.3666666666667	1000.375
2009-08-04	2009	8	4	11.5	3.83333333333333	296.816981161276	21.5166666666667	15.9458333333333	1005.875
2009-08-05	2009	8	5	11.5	2.83333333333333	349.323156304234	11.6458333333333	19.2916666666667	1009.58333333333
2009-08-06	2009	8	6	11.5	2.41666666666667	42.7479625009696	20.3	20.1875	1010.83333333333
2009-08-07	2009	8	7	11.5	2.83333333333333	81.626575856614	23.1666666666667	20.1375	1010.41666666667
2009-08-08	2009	8	8	11.5	2.79166666666667	81.9410108359842	25.3625	19.5708333333333	1009.16666666667
2009-08-09	2009	8	9	11.5	3.33333333333333	110.648784810193	21.4125	19.45	1009.29166666667
2009-08-10	2009	8	10	11.5	3.375	115.881477025213	27.1583333333333	19.1083333333333	1005.58333333333
2009-08-11	2009	8	11	11.5	3.54166666666667	268.040225256276	31.1375	17.6541666666667	1002.33333333333
2009-08-12	2009	8	12	11.5	4.70833333333333	258.637545331434	17.5541666666667	16.6333333333333	1002.54166666667
2009-08-13	2009	8	13	11.5	4.45833333333333	277.004847494748	16.9541666666667	16.0833333333333	1000.58333333333
2009-08-14	2009	8	14	11.5	3.625	282.966026113146	16.95	14.2375	1005.20833333333
2009-08-15	2009	8	15	11.5	2.04166666666667	219.070928538448	20.6458333333333	17.1875	1006.95652173913
2009-08-16	2009	8	16	11.5	3	230.000398843741	22.9416666666667	22.1958333333333	1002.83333333333
2009-08-17	2009	8	17	11.5	1.875	276.571753509598	29.9041666666667	20.1083333333333	1000.875
2009-08-18	2009	8	18	11.5	4.54166666666667	280.632078665698	22.8666666666667	15.9333333333333	1006.25
2009-08-19	2009	8	19	11.5	1.08333333333333	347.941771667381	22.0291666666667	16.3708333333333	1013.25
2009-08-20	2009	8	20	11.5	3.58333333333333	122.178055414064	23.6458333333333	19.3708333333333	1013.25
2009-08-21	2009	8	21	11.5	3.16666666666667	180.362839631897	32.9041666666667	21.3958333333333	1007.41666666667
2009-08-22	2009	8	22	11.5	4.08333333333333	319.251859899808	21.0458333333333	17.9541666666667	1009.58333333333
2009-08-23	2009	8	23	11.5	1.54166666666667	19.8456184235388	14.2375	15.7083333333333	1013.29166666667
2009-08-24	2009	8	24	11.5	4.20833333333333	117.266251243768	18	17.3375	1008.16666666667
2009-08-25	2009	8	25	11.5	3.75	138.245318029365	24.3083333333333	19.2666666666667	1002.33333333333
2009-08-26	2009	8	26	11.5	1.5	258.945380107115	47.0416666666667	19.2458333333333	1003.91666666667
2009-08-27	2009	8	27	11.5	1.79166666666667	162.354008275109	40.6666666666667	19.8333333333333	1005.95833333333
2009-08-28	2009	8	28	11.5	3.08333333333333	173.596770947484	36.975	21.4041666666667	1000.95833333333
2009-08-29	2009	8	29	11.5	3.625	273.064862577337	26.5708333333333	16.7541666666667	1003.66666666667
2009-08-30	2009	8	30	11.5	3.375	245.576835513374	17.7208333333333	13.6708333333333	1008.29166666667
2009-08-31	2009	8	31	11.5	2.33333333333333	184.865028079971	25.4666666666667	15.6916666666667	1010.125
2009-09-01	2009	9	1	11.5	4.08333333333333	140.813472449079	28.625	19.4875	1004.75
2009-09-02	2009	9	2	11.5	2.375	230.221088291018	32.2041666666667	18.4875	1002.875
2009-09-03	2009	9	3	11.5	3.95833333333333	175.142587592832	28.475	17.2208333333333	994.875
2009-09-04	2009	9	4	11.5	3.5	209.614780355419	12.4791666666667	14.7666666666667	995.916666666667
2009-09-05	2009	9	5	11.5	5.70833333333333	248.344254501646	14.8041666666667	11.725	1000.25
2009-09-06	2009	9	6	11.5	5.5	254.48807382464	11.3416666666667	12.2	1008.91666666667
2009-09-07	2009	9	7	11.5	1.95833333333333	234.355337076957	22.1166666666667	13.8083333333333	1013.25
2009-09-08	2009	9	8	11.5	2.66666666666667	133.630463843358	31.4666666666667	15.9375	1015.45833333333
2009-09-09	2009	9	9	11.5	2.875	117.330426349993	26.7041666666667	16.5583333333333	1015
2009-09-10	2009	9	10	11.5	2.04166666666667	0.349410579902314	37.0291666666667	17.8458333333333	1014.04166666667
2009-09-11	2009	9	11	11.5	3.5	337.851661717904	31.0958333333333	15.2166666666667	1014.66666666667
2009-09-12	2009	9	12	11.5	2.33333333333333	343.36633890721	12.6958333333333	13.8166666666667	1011.125
2009-09-13	2009	9	13	11.5	2.54166666666667	224.017427185587	19.8291666666667	11.1291666666667	1003.95833333333
2009-09-14	2009	9	14	11.5	3.33333333333333	65.4651104358058	18.0708333333333	13.6833333333333	1009.125
2009-09-15	2009	9	15	11.5	4.125	69.302370871806	26.5833333333333	15.3083333333333	1009.66666666667
2009-09-16	2009	9	16	11.5	1.83333333333333	40.5555051799241	43.7791666666667	16.3	1005.17391304348
2009-09-17	2009	9	17	11.5	3.58333333333333	15.3126018025577	24.6041666666667	14.0208333333333	1005.95833333333
2009-09-18	2009	9	18	11.5	3	76.6319140648365	19.525	13.0916666666667	1010.91666666667
2009-09-19	2009	9	19	11.5	3.875	108.10003933461	23.2083333333333	13.15	1010.125
2009-09-20	2009	9	20	11.5	1.66666666666667	133.434269125419	40.8875	14.7666666666667	1007.66666666667
2009-09-21	2009	9	21	11.5	1.625	325.569267733936	51.7916666666667	15.8583333333333	1010.70833333333
2009-09-22	2009	9	22	11.5	2.5	236.473483652894	37.9166666666667	15.7583333333333	1012.375
2009-09-23	2009	9	23	11.5	4.66666666666667	258.873956374849	43.4208333333333	15.675	1009.83333333333
2009-09-24	2009	9	24	11.5	3.54166666666667	272.973653607164	27.4125	13.1708333333333	1009.41666666667
2009-09-25	2009	9	25	11.5	2.75	280.482704190803	32.0666666666667	11.1875	1012.58333333333
2009-09-26	2009	9	26	11.5	1	273.997004257805	39.1833333333333	11.1666666666667	1016.20833333333
2009-09-27	2009	9	27	11.5	0.5	204.936394809048	51.9541666666667	12.1666666666667	1014.79166666667
2009-09-28	2009	9	28	11.5	3.91666666666667	257.976200967619	57.2	11.4791666666667	1007.25
2009-09-29	2009	9	29	11.5	4.58333333333333	281.189642475626	19.6125	9.35833333333333	1000.79166666667
2009-09-30	2009	9	30	11.5	2.54166666666667	256.984152156014	24.5875	6.17916666666667	1004.58333333333
2009-10-01	2009	10	1	11.5	5.75	259.801392005592	21.7416666666667	9.38333333333333	995.583333333333
2009-10-02	2009	10	2	11.5	4.58333333333333	255.428335658322	16.4	6.17083333333333	1000.54166666667
2009-10-03	2009	10	3	11.5	4.25	210.662499214886	17.225	7.725	1000.20833333333
2009-10-04	2009	10	4	11.5	6.95833333333333	248.108421822363	16.7958333333333	11.4041666666667	993.75
2009-10-05	2009	10	5	11.5	4.08333333333333	257.675719997111	27.3333333333333	7.75	1004.625
2009-10-06	2009	10	6	11.5	3.79166666666667	126.102754924987	51.9291666666667	9.02083333333333	1005.04166666667
2009-10-07	2009	10	7	11.5	4.45833333333333	234.306233132258	28.7708333333333	15.8791666666667	999.541666666667
2009-10-08	2009	10	8	11.5	4.29166666666667	254.109100984391	19.4791666666667	12.5458333333333	998.5
2009-10-09	2009	10	9	11.5	2.95833333333333	290.012707087399	25.3958333333333	6.07916666666667	1010.58333333333
2009-10-10	2009	10	10	11.5	4.75	103.720805039227	34.925	5.92083333333333	1006.41666666667
2009-10-11	2009	10	11	11.5	2.95833333333333	248.3139588016	26.5875	6.975	997.125
2009-10-12	2009	10	12	11.5	5.04166666666667	335.836242305976	14.8125	5.49166666666667	994.958333333333
2009-10-13	2009	10	13	11.5	5.95833333333333	327.427597964405	7.475	1.94166666666667	1006.29166666667
2009-10-14	2009	10	14	11.5	9.83333333333333	329.891620066249	5.9875	1.87083333333333	1003.91666666667
2009-10-15	2009	10	15	11.5	4.33333333333333	354.078169516565	12.8041666666667	1.05833333333333	1003.29166666667
2009-10-16	2009	10	16	11.5	1.33333333333333	216.064410063599	52.4166666666667	-1.61666666666667	1000.54166666667
2009-10-17	2009	10	17	11.5	1.58333333333333	255.672033905504	30.7375	0.6625	1003.25
2009-10-18	2009	10	18	11.5	0.875	218.425928305359	37.2666666666667	1.0125	1006.66666666667
2009-10-19	2009	10	19	11.5	1.41666666666667	195.60388069815	47.325	1.35833333333333	1009.83333333333
2009-10-20	2009	10	20	11.5	3.375	74.4624267174907	52.4958333333333	0.1375	1007.04166666667
2009-10-21	2009	10	21	11.5	1.75	51.0609137723846	41.8916666666667	3.31666666666667	1003.54166666667
2009-10-22	2009	10	22	11.5	5.33333333333333	86.394028125577	47.05	3.79166666666667	1000.08333333333
2009-10-23	2009	10	23	11.5	3.54166666666667	48.9075258836696	43.9458333333333	3.8625	1000.16666666667
2009-10-24	2009	10	24	11.5	1.79166666666667	281.171903365429	33.0916666666667	5.14583333333333	1006.625
2009-10-25	2009	10	25	11.5	2.20833333333333	156.435786538383	59.1125	6.72916666666667	1005.625
2009-10-26	2009	10	26	11.5	2.75	222.1987711141	54.2416666666667	9.16666666666667	1004.54166666667
2009-10-27	2009	10	27	11.5	4.08333333333333	273.400053867892	30.9125	7.67083333333333	1006.25
2009-10-28	2009	10	28	11.5	2.70833333333333	286.18671802428	28.8083333333333	6.6	1008.75
2009-10-29	2009	10	29	11.5	2.41666666666667	27.1655634510738	35.0541666666667	4.19583333333333	1011.95833333333
2009-10-30	2009	10	30	11.5	1.08333333333333	20.0466287117	33.25	3.68333333333333	1020.45833333333
2009-10-31	2009	10	31	11.5	1.41666666666667	98.2002535238347	35.9583333333333	2.125	1019.54166666667
2009-11-01	2009	11	1	11.5	4.75	126.633831717363	47.45	0.208333333333333	1012
2009-11-02	2009	11	2	11.5	5.58333333333333	129.901803229765	37.5916666666667	1.16666666666667	997.333333333333
2009-11-03	2009	11	3	11.5	7.125	114.912057416863	36.8541666666667	-1.24583333333333	992.875
2009-11-04	2009	11	4	11.5	6.125	125.475193059072	34.9458333333333	-2.43333333333333	983.75
2009-11-05	2009	11	5	11.5	2.875	166.931900844062	35.2166666666667	3.4625	990.25
2009-11-06	2009	11	6	11.5	2.58333333333333	151.466637709076	50.0666666666667	3.42916666666667	999.375
2009-11-07	2009	11	7	11.5	2.79166666666667	107.062943718441	62.6916666666667	0.645833333333333	995.75
2009-11-08	2009	11	8	11.5	3.95833333333333	72.5176071144933	82.1083333333333	3.72916666666667	998.333333333333
2009-11-09	2009	11	9	11.5	3.16666666666667	46.4157570002391	19.6041666666667	2.9	997.5
2009-11-10	2009	11	10	11.5	1.375	200.601479611158	31.9958333333333	3.09583333333333	999
2009-11-11	2009	11	11	11.5	3.66666666666667	322.290548297407	32.5916666666667	2.97916666666667	995.875
2009-11-12	2009	11	12	11.5	2.625	291.030650831319	28.5083333333333	3.92083333333333	997.833333333333
2009-11-13	2009	11	13	11.5	1.54166666666667	151.366621442908	64.9791666666667	3.9875	1003.5652173913
2009-11-14	2009	11	14	11.5	2.70833333333333	137.893995754611	54.9833333333333	7.12083333333333	1003.70833333333
2009-11-15	2009	11	15	11.5	1.58333333333333	223.479623870645	60.825	6.83333333333333	1003.41666666667
2009-11-16	2009	11	16	11.5	1.33333333333333	167.687841782527	76.8291666666667	5.21666666666667	1001.75
2009-11-17	2009	11	17	11.5	2.125	225.597207862644	57.1791666666667	7.975	999.833333333333
2009-11-18	2009	11	18	11.5	6	231.776250297711	22.4791666666667	7.1625	1003.91666666667
2009-11-19	2009	11	19	11.5	5.08333333333333	250.63557399249	20.275	7.9625	1007.66666666667
2009-11-20	2009	11	20	11.5	2.29166666666667	206.012373408166	40.85	6.1125	1010.79166666667
2009-11-21	2009	11	21	11.5	1.79166666666667	245.495770769943	75.725	7.0125	1013.08333333333
2009-11-22	2009	11	22	11.5	2.75	184.69296834724	77.35	7.0375	1003.20833333333
2009-11-23	2009	11	23	11.5	4.875	213.271869123309	25.8541666666667	7.04583333333333	995.25
2009-11-24	2009	11	24	11.5	6.75	246.731681401765	12.1666666666667	7.18333333333333	993.291666666667
2009-11-25	2009	11	25	11.5	4.45833333333333	221.922668849862	19.6541666666667	8.53333333333333	997.916666666667
2009-11-26	2009	11	26	11.5	4.08333333333333	224.042602315327	23.6583333333333	6.89166666666667	998.125
2009-11-27	2009	11	27	11.5	4.91666666666667	208.300230540893	16.5083333333333	5.90416666666667	995.416666666667
2009-11-28	2009	11	28	11.5	4.33333333333333	208.554612433334	22.0375	4.3625	996.25
2009-11-29	2009	11	29	11.5	3.875	185.569988311712	20.6625	6.37083333333333	993.75
2009-11-30	2009	11	30	11.5	2.29166666666667	126.177488068164	69.7125	4.69583333333333	988.291666666667
2009-12-01	2009	12	1	11.5	2.66666666666667	347.231811454091	100.4375	3.71666666666667	991.708333333333
2009-12-02	2009	12	2	11.5	3.25	266.496730209167	26.6083333333333	-0.2625	1001.41666666667
2009-12-03	2009	12	3	11.5	3.375	121.244434765231	92.0791666666667	-2.70833333333333	1001.30434782609
2009-12-04	2009	12	4	11.5	2.91666666666667	112.594106098597	67.7708333333333	-0.229166666666667	999.958333333333
2009-12-05	2009	12	5	11.5	1.625	200.342014483396	74.05	-0.329166666666667	1004.25
2009-12-06	2009	12	6	11.5	2.83333333333333	144.761853561651	63.7875	0.504166666666667	1001.66666666667
2009-12-07	2009	12	7	11.5	2.79166666666667	249.217134003118	40.5125	4.7125	1001
2009-12-08	2009	12	8	11.5	3.91666666666667	105.623834508221	53.7045454545455	1.75	1002.16666666667
2009-12-09	2009	12	9	11.5	1.79166666666667	8.07867783494331	64.7625	1.07083333333333	1011.58333333333
2009-12-10	2009	12	10	11.5	3.45833333333333	122.855248702345	83.6291666666667	0.695833333333333	1011
2009-12-11	2009	12	11	11.5	3.875	48.1594733802338	54.2041666666667	0.245833333333333	1010.95833333333
2009-12-12	2009	12	12	11.5	3.54166666666667	46.8960287087695	24.775	-2.53333333333333	1014.20833333333
2009-12-13	2009	12	13	11.5	2.91666666666667	8.44990752297552	23.15	-4.5875	1013.16666666667
2009-12-14	2009	12	14	11.5	3.375	296.543865288125	27.8583333333333	-2.9125	1009.58333333333
2009-12-15	2009	12	15	11.5	1.66666666666667	48.0209716676989	32.3666666666667	-4.22083333333333	1008.79166666667
2009-12-16	2009	12	16	11.5	3.41666666666667	101.118433724562	39.0416666666667	-7.29166666666667	1002.875
2009-12-17	2009	12	17	11.5	3.875	59.6967057374814	33.6791666666667	-10.9541666666667	998.583333333333
2009-12-18	2009	12	18	11.5	5.08333333333333	84.7584645814188	27.2541666666667	-14.4916666666667	999.583333333333
2009-12-19	2009	12	19	11.5	2.54166666666667	90.4286427390065	59.9666666666667	-15.9375	997.833333333333
2009-12-20	2009	12	20	11.5	2.25	202.142218523258	111.958333333333	-14.9333333333333	994.083333333333
2009-12-21	2009	12	21	11.5	3.33333333333333	201.27037108483	66.5291666666667	-8.41666666666667	991.25
2009-12-22	2009	12	22	11.5	4.16666666666667	149.384256855612	63.9625	-4.325	984.666666666667
2009-12-23	2009	12	23	11.5	3.20833333333333	305.501555248743	40.5791666666667	-1.66666666666667	986.458333333333
2009-12-24	2009	12	24	11.5	5.125	106.821631835088	36.3791666666667	-1.92083333333333	991.375
2009-12-25	2009	12	25	11.5	4.91666666666667	193.892683931144	38.4	2.9875	979.625
2009-12-26	2009	12	26	11.5	7.79166666666667	245.249206500713	12.1375	2.16666666666667	991.166666666667
2009-12-27	2009	12	27	11.5	2.45833333333333	201.13186050365	36.7	-2.0625	994.708333333333
2009-12-28	2009	12	28	11.5	3.70833333333333	246.397356547768	48.8333333333333	-2.00416666666667	990.083333333333
2009-12-29	2009	12	29	11.5	3.29166666666667	269.235444155467	31.8083333333333	-3.65416666666667	996.916666666667
2009-12-30	2009	12	30	11.5	5.04166666666667	84.1533378512415	55.1083333333333	-4.36666666666667	989
2009-12-31	2009	12	31	11.5	6.16666666666667	72.1759963996372	23.5416666666667	-4.01666666666667	987.875
2010-01-01	2010	1	1	11.5	4.20833333333333	52.8340236860182	22.5041666666667	-5.44166666666667	986.083333333333
2010-01-02	2010	1	2	11.5	3.625	353.068249632016	19.8708333333333	-5.80833333333333	997.666666666667
2010-01-03	2010	1	3	11.5	1.75	275.11783035845	51.0416666666667	-8.54583333333333	1007.25
2010-01-04	2010	1	4	11.5	1.5	209.496378185787	63.2083333333333	-10.2083333333333	1005.875
2010-01-05	2010	1	5	11.5	2.25	149.626761294586	106.720833333333	-9.82083333333333	1000.25
2010-01-06	2010	1	6	11.5	2.83333333333333	76.3688044040863	110.954166666667	-9.15416666666667	993.75
2010-01-07	2010	1	7	11.5	2.04166666666667	226.033287561195	105.05	-8.83333333333333	999.083333333333
2010-01-08	2010	1	8	11.5	3.5	70.7744255904829	83.5291666666667	-6.9875	1009.08333333333
2010-01-09	2010	1	9	11.5	9.125	63.4717799664011	49.2916666666667	-6.18333333333333	1004.58333333333
2010-01-10	2010	1	10	11.5	6.66666666666667	56.2672750767833	24.4833333333333	-7.24583333333333	1002.91666666667
2010-01-11	2010	1	11	11.5	2.625	50.2521747316867	34.6833333333333	-6.94583333333333	1006
2010-01-12	2010	1	12	11.5	1.70833333333333	57.1714184822346	68.5791666666667	-6.4625	1009.25
2010-01-13	2010	1	13	11.5	5.16666666666667	93.4961174848582	57.425	-6.6875	1006.79166666667
2010-01-14	2010	1	14	11.5	4.75	103.006404806144	80.8125	-9.43333333333333	1007.25
2010-01-15	2010	1	15	11.5	3.25	104.572633312298	79.7875	-7.66666666666667	1015.79166666667
2010-01-16	2010	1	16	11.5	4.625	111.196638205751	94.0666666666667	-7.8125	1018.625
