"date"	"yy"	"mm"	"dd"	"hh"	"ws"	"wd"	"pm10"	"air_t"	"slp"
2007-01-03	2007	1	3	11.5	5.16666666666667	268.879561887826	16.7083333333333	3.26666666666667	1007.16666666667
2007-01-04	2007	1	4	11.5	5.08333333333333	233.952577713035	19.3958333333333	3.74166666666667	996.916666666667
2007-01-05	2007	1	5	11.5	6.79166666666667	268.866180473869	13.8333333333333	5.19583333333333	997.5
2007-01-06	2007	1	6	11.5	3.625	251.20868097817	22.4916666666667	5.80833333333333	1003.125
2007-01-07	2007	1	7	11.5	3.54166666666667	274.756186805322	21.775	4.46666666666667	1001.79166666667
2007-01-08	2007	1	8	11.5	4.125	202.380972511838	24.2333333333333	4.09583333333333	998.625
2007-01-09	2007	1	9	11.5	4.16666666666667	221.062324906931	19.5	7.78333333333333	997.708333333333
2007-01-10	2007	1	10	11.5	5.45833333333333	228.042358738003	12.7	10.3	1001.75
2007-01-11	2007	1	11	11.5	8.33333333333333	253.085615245642	10.625	4.69583333333333	995.708333333333
2007-01-12	2007	1	12	11.5	9.33333333333333	271.026054507469	17.8125	5.6625	995.708333333333
2007-01-13	2007	1	13	11.5	7.875	275.987944132306	21.2416666666667	7.97083333333333	1000.25
2007-01-14	2007	1	14	11.5	8.375	265.426219370698	19.3875	6.76666666666667	1005.29166666667
2007-01-15	2007	1	15	11.5	5.16666666666667	255.880729290877	20.525	2.47916666666667	1013.33333333333
2007-01-16	2007	1	16	11.5	3.5	238.306792425104	32.5333333333333	1.04583333333333	1007.95833333333
2007-01-17	2007	1	17	11.5	4.125	218.928677961954	34.6625	5.20416666666667	1003.58333333333
2007-01-18	2007	1	18	11.5	7.25	231.312968122306	14.2416666666667	7.2625	982
2007-01-19	2007	1	19	11.5	10.875	289.071592030625	13.6708333333333	5.12916666666667	985.416666666667
2007-01-20	2007	1	20	11.5	5.29166666666667	255.425927441886	15.6125	5.59166666666667	997.041666666667
2007-01-21	2007	1	21	11.5	7.29166666666667	257.338610775372	8.7	3.78333333333333	992.916666666667
2007-01-22	2007	1	22	11.5	6.83333333333333	264.859872732649	12.0833333333333	2.31666666666667	999.041666666667
2007-01-23	2007	1	23	11.5	3.125	338.702275670762	16.4125	-4.525	1004.5
2007-01-24	2007	1	24	11.5	5.83333333333333	36.6633649292231	26.9416666666667	-4.4375	992.25
2007-01-25	2007	1	25	11.5	4.79166666666667	347.680414952583	14.3125	-4.10416666666667	1003.20833333333
2007-01-26	2007	1	26	11.5	5.625	234.294543997834	31.8375	-7.62083333333333	1002.58333333333
2007-01-27	2007	1	27	11.5	6.75	289.594726582716	17.0375	-2.67083333333333	998.25
2007-01-28	2007	1	28	11.5	6.83333333333333	263.724538648348	10.4416666666667	-1.54583333333333	997.791666666667
2007-01-29	2007	1	29	11.5	6.45833333333333	311.020774179688	12.1625	0.0125	996.75
2007-01-30	2007	1	30	11.5	4.25	281.371365183002	16.3916666666667	0.6	1002.5
2007-01-31	2007	1	31	11.5	7.58333333333333	266.262711499552	19.7	3.8125	998.416666666667
2007-02-01	2007	2	1	11.5	7.375	324.460713190824	12.2875	3.05833333333333	1005.41666666667
2007-02-02	2007	2	2	11.5	3.20833333333333	249.617780640795	33.7217391304348	2.27826086956522	1011.39130434783
2007-02-03	2007	2	3	11.5	7.625	305.25274385093	14.3625	3.675	1009.29166666667
2007-02-04	2007	2	4	11.5	4.875	288.199556880281	17.625	1.92916666666667	1012.70833333333
2007-02-05	2007	2	5	11.5	5.04166666666667	265.496965145998	24.7666666666667	NA	NA
2007-02-06	2007	2	6	11.5	3.375	260.009845448782	28.0583333333333	NA	NA
2007-02-07	2007	2	7	11.5	2.04166666666667	146.12435052829	60.5916666666667	-1.35	992.916666666667
2007-02-08	2007	2	8	11.5	3.625	105.971978923676	51.7083333333333	-2.87916666666667	988.416666666667
2007-02-09	2007	2	9	11.5	2.91666666666667	71.97418522972	72.1583333333333	-4.06666666666667	992.458333333333
2007-02-10	2007	2	10	11.5	4.25	67.5992778109357	32.3541666666667	-8.3	1002.33333333333
2007-02-11	2007	2	11	11.5	6.66666666666667	108.096753420362	66.1416666666667	-8.43333333333333	1000.625
2007-02-12	2007	2	12	11.5	4.20833333333333	128.412334780399	88.7833333333333	-0.85	989.416666666667
2007-02-13	2007	2	13	11.5	2.5	216.746406340494	75.5958333333333	2.825	987.916666666667
2007-02-14	2007	2	14	11.5	2.91666666666667	291.083316303262	41.2833333333333	2.17083333333333	998
2007-02-15	2007	2	15	11.5	4.70833333333333	64.9311571619754	53.7125	1.2625	1002.29166666667
2007-02-16	2007	2	16	11.5	4.125	78.7277320497736	35.0458333333333	0.641666666666667	1017.58333333333
2007-02-17	2007	2	17	11.5	6.25	129.064659677463	41.325	-1.3125	1017.29166666667
2007-02-18	2007	2	18	11.5	3.45833333333333	188.468822808363	46.425	1.425	1004.08333333333
2007-02-19	2007	2	19	11.5	2.33333333333333	295.245461554254	55.0458333333333	1.14166666666667	1002.08333333333
2007-02-20	2007	2	20	11.5	1.375	259.582897823948	77.7583333333333	1.47083333333333	1002
2007-02-21	2007	2	21	11.5	6.5	107.387488372891	73.5958333333333	-1.35833333333333	1006.91666666667
2007-02-22	2007	2	22	11.5	5.83333333333333	102.239134981677	32.8375	-4.775	1002.58333333333
2007-02-23	2007	2	23	11.5	7.70833333333333	111.29710463861	51.175	-8.6125	1010.125
2007-02-24	2007	2	24	11.5	7.70833333333333	124.251271708146	40.0291666666667	-6.00833333333333	1003.70833333333
2007-02-25	2007	2	25	11.5	4.75	132.512139874052	63.8625	0.0708333333333334	994.5
2007-02-26	2007	2	26	11.5	3.45833333333333	188.809832094277	48.1086956521739	2.66086956521739	991.173913043478
2007-02-27	2007	2	27	11.5	4.91666666666667	273.059270037738	17.8541666666667	1.175	994.083333333333
2007-02-28	2007	2	28	11.5	3.83333333333333	212.96396628313	21.8541666666667	3.125	986.25
2007-03-01	2007	3	1	11.5	4.45833333333333	217.479757860269	15.2833333333333	5.94166666666667	981.541666666667
2007-03-02	2007	3	2	11.5	5.16666666666667	255.249483357454	16.2636363636364	3.70909090909091	985.409090909091
2007-03-03	2007	3	3	11.5	3.04166666666667	182.843318071972	21.8666666666667	3.075	993.208333333333
2007-03-04	2007	3	4	11.5	2.83333333333333	297.558417959695	43.6416666666667	2.22916666666667	1008.08333333333
2007-03-05	2007	3	5	11.5	4.29166666666667	155.197716361011	74.3833333333333	3.1125	1009.20833333333
2007-03-06	2007	3	6	11.5	3.375	178.833332170356	32.5166666666667	5.92916666666667	1006.16666666667
2007-03-07	2007	3	7	11.5	3.20833333333333	133.6123442265	69.6166666666667	8.05833333333333	996.291666666667
2007-03-08	2007	3	8	11.5	2.375	291.481052568381	100.229166666667	5.49166666666667	1003.58333333333
2007-03-09	2007	3	9	11.5	2.625	251.692440540967	33.3416666666667	6.32083333333333	1013.20833333333
2007-03-10	2007	3	10	11.5	2.875	290.790661553232	62.925	3.72083333333333	1017.625
2007-03-11	2007	3	11	11.5	4.125	252.849197407122	44.6	5.19166666666667	1019.16666666667
2007-03-12	2007	3	12	11.5	1.75	279.177642936261	59.2166666666667	7.275	1017.625
2007-03-13	2007	3	13	11.5	1.625	182.594385720583	NA	8.49565217391304	1014.82608695652
2007-03-14	2007	3	14	11.5	4.75	311.452335758595	86.0875	6.07916666666667	1017.41666666667
2007-03-15	2007	3	15	11.5	3.20833333333333	281.671194284127	50.4875	5.2375	1015.83333333333
2007-03-16	2007	3	16	11.5	3.66666666666667	269.048796019633	55.9791666666667	6.275	1009.54166666667
2007-03-17	2007	3	17	11.5	6.5	271.264672987693	36.6333333333333	4.6125	997.666666666667
2007-03-18	2007	3	18	11.5	6.45833333333333	245.713718658705	13.6041666666667	5.54166666666667	985.625
2007-03-19	2007	3	19	11.5	4.25	222.07653133144	19.6083333333333	2.42083333333333	981.416666666667
2007-03-20	2007	3	20	11.5	2.875	22.9168632141617	63.7166666666667	0.0708333333333333	984.75
2007-03-21	2007	3	21	11.5	3.45833333333333	297.371056644247	19.975	-0.3375	986.291666666667
2007-03-22	2007	3	22	11.5	3.91666666666667	169.293298501722	25.725	0.458333333333333	993.625
2007-03-23	2007	3	23	11.5	6.70833333333333	66.3501553445226	41.1875	3.50833333333333	1000.33333333333
2007-03-24	2007	3	24	11.5	8.79166666666667	89.2225546736994	49.7125	8.975	1004.58333333333
2007-03-25	2007	3	25	11.5	5.16666666666667	80.2083256295686	37.2958333333333	8.47916666666667	1015.41666666667
2007-03-26	2007	3	26	11.5	5.625	95.5141804270411	41.0416666666667	7.9375	1018.16666666667
2007-03-27	2007	3	27	11.5	3.08333333333333	84.4144614534312	52.8208333333333	8	1015.41666666667
2007-03-28	2007	3	28	11.5	5.16666666666667	106.894276551566	59.1333333333333	8.97916666666667	1011.125
2007-03-29	2007	3	29	11.5	4.16666666666667	125.846561165689	66.1166666666667	8.25	1008.5
2007-03-30	2007	3	30	11.5	3.20833333333333	106.722112802725	68.45	6.775	1005.79166666667
2007-03-31	2007	3	31	11.5	3.91666666666667	95.673176048139	63.9541666666667	8.65	1011.66666666667
2007-04-01	2007	4	1	11.5	2.875	78.4190094297636	78.5666666666667	9.4375	1019.20833333333
2007-04-02	2007	4	2	11.5	1.375	43.3695149240693	77.4416666666667	9.64583333333333	1016.16666666667
2007-04-03	2007	4	3	11.5	3.79166666666667	345.821212816025	100.3125	6.31666666666667	1001.54166666667
2007-04-04	2007	4	4	11.5	4.08333333333333	6.70367780847724	20.4541666666667	3.56666666666667	1006.83333333333
2007-04-05	2007	4	5	11.5	6.16666666666667	270.296451308567	38.74	6.03	1001
2007-04-06	2007	4	6	11.5	5.95833333333333	299.016761556563	19.2166666666667	7.125	1004.5
2007-04-07	2007	4	7	11.5	4.16666666666667	300.557840739449	26.2708333333333	4.45	1007.79166666667
2007-04-08	2007	4	8	11.5	6.29166666666667	283.85095347445	16.1458333333333	6.0875	1007.08333333333
2007-04-09	2007	4	9	11.5	6.95833333333333	269.026142230839	21.7583333333333	8.4375	999.75
2007-04-10	2007	4	10	11.5	4.29166666666667	285.931031058612	18.6869565217391	7.71304347826087	1002.95652173913
2007-04-11	2007	4	11	11.5	4.54166666666667	276.708847078155	22.1791666666667	9.67916666666667	1009.33333333333
2007-04-12	2007	4	12	11.5	2.20833333333333	334.972792907261	23.125	11.0875	1013.66666666667
2007-04-13	2007	4	13	11.5	2.95833333333333	108.766920641794	38.2291666666667	11.5375	1015.5
2007-04-14	2007	4	14	11.5	3.04166666666667	87.1265000542197	33.0541666666667	12.8291666666667	1016.08333333333
2007-04-15	2007	4	15	11.5	3.04166666666667	78.7230568601913	20.1708333333333	12.1333333333333	1016.66666666667
2007-04-16	2007	4	16	11.5	1.79166666666667	154.898070645476	NA	NA	NA
2007-04-17	2007	4	17	11.5	3.95833333333333	294.155948499487	NA	NA	NA
2007-04-18	2007	4	18	11.5	6.20833333333333	297.044417824008	NA	NA	NA
2007-04-19	2007	4	19	11.5	5.66666666666667	259.979621477007	NA	NA	NA
2007-04-20	2007	4	20	11.5	8.91666666666667	303.311893578758	NA	NA	NA
2007-04-21	2007	4	21	11.5	3.875	308.328148790176	11.2208333333333	5.35	1010.83333333333
2007-04-22	2007	4	22	11.5	1.75	145.502167063129	15.1583333333333	7.24583333333333	1015.04166666667
2007-04-23	2007	4	23	11.5	2.83333333333333	233.465198255058	22.8958333333333	13.6416666666667	1008.41666666667
2007-04-24	2007	4	24	11.5	2.45833333333333	12.7143651281928	27.1083333333333	14.3291666666667	1007.625
2007-04-25	2007	4	25	11.5	3	118.504070639356	24.4708333333333	12.5083333333333	1011.16666666667
2007-04-26	2007	4	26	11.5	3.25	130.057540217924	30.2333333333333	14.9291666666667	1012
2007-04-27	2007	4	27	11.5	1.79166666666667	257.257762888368	41.65	17.1458333333333	1010.79166666667
2007-04-28	2007	4	28	11.5	3.45833333333333	27.4986297256968	39.075	15.625	1008.20833333333
2007-04-29	2007	4	29	11.5	4.29166666666667	31.5891130910452	8.925	7.275	1010.20833333333
2007-04-30	2007	4	30	11.5	4.04166666666667	13.3929581760857	10.95	7.225	1006.875
2007-05-01	2007	5	1	11.5	2.33333333333333	26.9992080131166	8.7375	4.225	1008.91666666667
2007-05-02	2007	5	2	11.5	1.58333333333333	288.259808789589	23.5	9.2	1005.54166666667
2007-05-03	2007	5	3	11.5	3.16666666666667	67.0774681177295	17.9125	10.1166666666667	1004.58333333333
2007-05-04	2007	5	4	11.5	2.91666666666667	91.6579113465212	13.75	11.4666666666667	1002.875
2007-05-05	2007	5	5	11.5	5.20833333333333	83.6060409192339	19.2	14.4	1002.41666666667
2007-05-06	2007	5	6	11.5	3.70833333333333	86.4298894845854	18.4208333333333	13.1416666666667	1002.875
2007-05-07	2007	5	7	11.5	3.95833333333333	244.328547399737	30.4541666666667	11.8791666666667	996.916666666667
2007-05-08	2007	5	8	11.5	4.66666666666667	270.312336771761	8.54583333333333	10.1375	992.541666666667
2007-05-09	2007	5	9	11.5	5.91666666666667	280.704113872248	11.5791666666667	8.64166666666667	995.208333333333
2007-05-10	2007	5	10	11.5	3.5	241.618724049916	18.6541666666667	9.47083333333333	996.75
2007-05-11	2007	5	11	11.5	6.125	250.747763734119	14.4166666666667	13.1708333333333	990.541666666667
2007-05-12	2007	5	12	11.5	3.16666666666667	247.902931290935	12.8541666666667	10.4	997.416666666667
2007-05-13	2007	5	13	11.5	3.66666666666667	195.696515100586	10.0541666666667	15.1541666666667	1001.29166666667
2007-05-14	2007	5	14	11.5	3.375	157.904272374074	22.1	18.6041666666667	996
2007-05-15	2007	5	15	11.5	4.29166666666667	299.229755745155	12.755	12.4541666666667	998.083333333333
2007-05-16	2007	5	16	11.5	3.375	234.197449257304	9.3875	10.8	1001
2007-05-17	2007	5	17	11.5	4	250.229303962179	13.7416666666667	7.61666666666667	996.375
2007-05-18	2007	5	18	11.5	2.45833333333333	240.790060526529	17.8583333333333	9.3125	1005.20833333333
2007-05-19	2007	5	19	11.5	3.16666666666667	171.034848217239	18.8916666666667	13.8541666666667	1005.29166666667
2007-05-20	2007	5	20	11.5	2.95833333333333	106.629687852562	27.45	18.4958333333333	1006.625
2007-05-21	2007	5	21	11.5	2.83333333333333	123.613588455582	28.1916666666667	21.4125	1005.45833333333
2007-05-22	2007	5	22	11.5	1.79166666666667	320.978083851997	37.6875	22.5291666666667	1003.625
2007-05-23	2007	5	23	11.5	3.54166666666667	334.004295159724	18.5958333333333	17.4916666666667	1008
2007-05-24	2007	5	24	11.5	1.5	108.831512677365	19.6208333333333	18.3041666666667	1007.125
2007-05-25	2007	5	25	11.5	2.95833333333333	148.998167548084	36.3666666666667	22.35	998.541666666667
2007-05-26	2007	5	26	11.5	2.95833333333333	197.207993960984	26.2666666666667	21.9666666666667	992.541666666667
2007-05-27	2007	5	27	11.5	3.16666666666667	139.105683348886	26.5	20.1708333333333	987.583333333333
2007-05-28	2007	5	28	11.5	3.54166666666667	115.179483139397	18.0458333333333	20.2958333333333	985.125
2007-05-29	2007	5	29	11.5	2.91666666666667	181.154681298239	30.5041666666667	20.2625	985.958333333333
2007-05-30	2007	5	30	11.5	3.79166666666667	279.534315357853	14.2916666666667	11.5791666666667	999.625
2007-05-31	2007	5	31	11.5	1.58333333333333	340.688646066854	17.3625	13.9375	1004.33333333333
2007-06-01	2007	6	1	11.5	2.08333333333333	47.7184526232932	22.1666666666667	15.625	1005.125
2007-06-02	2007	6	2	11.5	3.33333333333333	30.9220323596349	14.1958333333333	15.7541666666667	1007.66666666667
2007-06-03	2007	6	3	11.5	3.33333333333333	58.3731447924471	22.5291666666667	13.5083333333333	1009.70833333333
2007-06-04	2007	6	4	11.5	1.91666666666667	32.6538237831138	22.6666666666667	14.6791666666667	1009.83333333333
2007-06-05	2007	6	5	11.5	2.75	102.599252797548	28.3166666666667	17.2625	1008.29166666667
2007-06-06	2007	6	6	11.5	2.41666666666667	72.3456950942642	27.1458333333333	20.5458333333333	1006.5
2007-06-07	2007	6	7	11.5	4.125	94.7871361076013	26.7375	22.1583333333333	1006.45833333333
2007-06-08	2007	6	8	11.5	2.58333333333333	98.8345625948201	22.075	23.2666666666667	1007.29166666667
2007-06-09	2007	6	9	11.5	2.04166666666667	77.5538963891932	28.7291666666667	19.625	1006.33333333333
2007-06-10	2007	6	10	11.5	2.5	38.2230072687663	18.3666666666667	21.05	1003.95833333333
2007-06-11	2007	6	11	11.5	1.875	24.1467802462675	15.5875	22.3583333333333	1001.16666666667
2007-06-12	2007	6	12	11.5	2.95833333333333	210.604273511711	20.7875	23.8375	996.416666666667
2007-06-13	2007	6	13	11.5	2.04166666666667	320.226026964532	24.9666666666667	19.7166666666667	995.708333333333
2007-06-14	2007	6	14	11.5	2.125	207.935591374965	29.95	21.725	996.291666666667
2007-06-15	2007	6	15	11.5	3.04166666666667	100.280313386487	29.3208333333333	22.5708333333333	993.5
2007-06-16	2007	6	16	11.5	4.625	245.106298616735	19.8291666666667	18.2625	993.25
2007-06-17	2007	6	17	11.5	3.125	235.72614027999	10.8416666666667	19.5666666666667	997.625
2007-06-18	2007	6	18	11.5	1.54166666666667	242.603226719139	25.7458333333333	17.0333333333333	997.625
2007-06-19	2007	6	19	11.5	3.625	308.174804361376	13.7916666666667	17.1875	1002.95833333333
2007-06-20	2007	6	20	11.5	3.41666666666667	116.968692578613	17.0130434782609	20.2304347826087	1004.95652173913
2007-06-21	2007	6	21	11.5	4.45833333333333	113.076234075052	20.375	20.1041666666667	999.041666666667
2007-06-22	2007	6	22	11.5	4.75	260.690424860106	13.225	15.9041666666667	997.166666666667
2007-06-23	2007	6	23	11.5	3.66666666666667	244.818942658388	14.825	15.6208333333333	997.041666666667
2007-06-24	2007	6	24	11.5	3.25	254.002113552623	13.8708333333333	16.7083333333333	1001.875
2007-06-25	2007	6	25	11.5	2.75	169.585765622497	16.0375	21.2041666666667	995.416666666667
2007-06-26	2007	6	26	11.5	5.20833333333333	237.713763688161	9.77083333333333	13.5375	986
2007-06-27	2007	6	27	11.5	7.875	247.19501113603	12.7625	11.9791666666667	989.333333333333
2007-06-28	2007	6	28	11.5	5.16666666666667	250.98116101743	11.5708333333333	12.7458333333333	995.875
2007-06-29	2007	6	29	11.5	3.08333333333333	248.970234555832	11.5083333333333	15.2625	1002.66666666667
2007-06-30	2007	6	30	11.5	4.125	242.074501081824	13.3375	16.2625	1001.79166666667
2007-07-01	2007	7	1	11.5	2.33333333333333	221.551139419488	14.725	16.1666666666667	1001.45833333333
2007-07-02	2007	7	2	11.5	2.875	126.206935411667	23.3708333333333	19.1125	996.958333333333
2007-07-03	2007	7	3	11.5	3.29166666666667	240.802142930143	11.525	18.2125	994.375
2007-07-04	2007	7	4	11.5	3.54166666666667	238.787836802888	16.4291666666667	14.8583333333333	990.541666666667
2007-07-05	2007	7	5	11.5	4.875	266.234051332353	10.6875	11.9541666666667	990.625
2007-07-06	2007	7	6	11.5	7.95833333333333	280.64694407053	12.4333333333333	14.75	990.5
2007-07-07	2007	7	7	11.5	7.20833333333333	266.298773785664	12.5458333333333	14.35	996.333333333333
2007-07-08	2007	7	8	11.5	6.04166666666667	275.359161653117	8.52916666666667	15.5333333333333	1002.625
2007-07-09	2007	7	9	11.5	1.66666666666667	33.2654249698832	22.3541666666667	14.1583333333333	999.625
2007-07-10	2007	7	10	11.5	1.70833333333333	319.735640291763	9.97916666666667	12.1291666666667	997.333333333333
2007-07-11	2007	7	11	11.5	2.45833333333333	247.821875974867	16.0541666666667	13.4875	999.041666666667
2007-07-12	2007	7	12	11.5	4.70833333333333	251.291600192358	14.4041666666667	13.6833333333333	1000.375
2007-07-13	2007	7	13	11.5	2.75	251.765187149188	20.7208333333333	15.1166666666667	1003.66666666667
2007-07-14	2007	7	14	11.5	2	252.201382031459	16.7041666666667	21.6375	1004.875
2007-07-15	2007	7	15	11.5	1.41666666666667	236.483413017193	24.8375	25.3833333333333	1005.875
2007-07-16	2007	7	16	11.5	2.83333333333333	168.279198428642	22.625	28.4541666666667	1002.66666666667
2007-07-17	2007	7	17	11.5	3.5	301.602762068221	33.0565217391304	26.2	1002.5652173913
2007-07-18	2007	7	18	11.5	2.41666666666667	143.369921831124	24.15	20.8958333333333	1007.20833333333
2007-07-19	2007	7	19	11.5	2.29166666666667	6.60364688347224	20.0333333333333	22.0625	1006.83333333333
2007-07-20	2007	7	20	11.5	4.70833333333333	66.0481707021476	18.0083333333333	21.7791666666667	1004.70833333333
2007-07-21	2007	7	21	11.5	2.58333333333333	344.376822021145	30.1875	21.5416666666667	1003.29166666667
2007-07-22	2007	7	22	11.5	5.08333333333333	216.436920444603	19.5125	17.5625	996.833333333333
2007-07-23	2007	7	23	11.5	3.16666666666667	229.484421495056	11.6541666666667	18.1166666666667	996.583333333333
2007-07-24	2007	7	24	11.5	3.70833333333333	226.661705124654	21.9666666666667	17.4458333333333	989.875
2007-07-25	2007	7	25	11.5	5.95833333333333	270.223317941287	10.3916666666667	14.6708333333333	997.041666666667
2007-07-26	2007	7	26	11.5	2.75	239.384815375641	16.2875	18.8791666666667	1001.83333333333
2007-07-27	2007	7	27	11.5	4.33333333333333	265.084130773449	26.0875	19.6791666666667	999.416666666667
2007-07-28	2007	7	28	11.5	2.625	227.33088418022	16.6958333333333	15.9375	1000.625
2007-07-29	2007	7	29	11.5	3.91666666666667	250.424534868787	9.7125	14.0541666666667	998.291666666667
2007-07-30	2007	7	30	11.5	6.75	271.308828590232	6.7125	12.6291666666667	996.208333333333
2007-07-31	2007	7	31	11.5	5.25	258.131186322492	8.28333333333333	12.5791666666667	1001.91666666667
2007-08-01	2007	8	1	11.5	2.375	263.698582140398	12.9875	13.2875	1006.83333333333
2007-08-02	2007	8	2	11.5	3.04166666666667	144.06092609069	20.6916666666667	17.3666666666667	1002.33333333333
2007-08-03	2007	8	3	11.5	4.75	284.180016189397	27.1904761904762	15.725	1004.08333333333
2007-08-04	2007	8	4	11.5	3.125	318.806243546921	10.5458333333333	15.2208333333333	1010.91666666667
2007-08-05	2007	8	5	11.5	1.375	102.168166359029	14.925	17.1583333333333	1010.20833333333
2007-08-06	2007	8	6	11.5	3.33333333333333	107.523967587849	20.025	19.0333333333333	1004.75
2007-08-07	2007	8	7	11.5	3.70833333333333	86.8233891531102	23.4875	21.5625	1000.625
2007-08-08	2007	8	8	11.5	3.95833333333333	112.738788966502	23.2291666666667	22.9166666666667	998.875
2007-08-09	2007	8	9	11.5	3.58333333333333	80.9521542167806	NA	NA	NA
2007-08-10	2007	8	10	11.5	2.83333333333333	68.30455468536	NA	NA	NA
2007-08-11	2007	8	11	11.5	1.79166666666667	245.885741343086	18.1695652173913	19.7391304347826	996.260869565217
2007-08-12	2007	8	12	11.5	2.83333333333333	262.778786849659	11.4666666666667	17.275	996.791666666667
2007-08-13	2007	8	13	11.5	2.41666666666667	291.980463659086	15.4583333333333	17.7875	998.458333333333
2007-08-14	2007	8	14	11.5	1.79166666666667	291.246176824342	NA	NA	NA
2007-08-15	2007	8	15	11.5	2.66666666666667	197.523498337595	24.9291666666667	20.525	998.083333333333
2007-08-16	2007	8	16	11.5	3.875	252.434301154454	20.6541666666667	20.9625	997.25
2007-08-17	2007	8	17	11.5	2.29166666666667	238.501752846699	NA	NA	NA
2007-08-18	2007	8	18	11.5	1.70833333333333	288.443218982871	14.4434782608696	15.9130434782609	1007.04347826087
2007-08-19	2007	8	19	11.5	4.125	112.460161504504	13.6583333333333	18.9708333333333	1003.125
2007-08-20	2007	8	20	11.5	4.45833333333333	95.8607687972533	19.5708333333333	18.1583333333333	997.25
2007-08-21	2007	8	21	11.5	5	130.83524527612	19.975	20.2083333333333	995.041666666667
2007-08-22	2007	8	22	11.5	3.25	130.743390760439	22.0833333333333	19.275	999.541666666667
2007-08-23	2007	8	23	11.5	1.875	63.9422241239223	29.7208333333333	20.0791666666667	1003.04166666667
2007-08-24	2007	8	24	11.5	3.54166666666667	279.59267705375	36.8541666666667	19.3833333333333	1008.375
2007-08-25	2007	8	25	11.5	3.375	269.971934466349	17.3541666666667	19.45	1012.54166666667
2007-08-26	2007	8	26	11.5	4.625	281.664900915267	15.4708333333333	17.6916666666667	1010
2007-08-27	2007	8	27	11.5	4.16666666666667	273.961559162744	9.32916666666667	14.1291666666667	1007.25
2007-08-28	2007	8	28	11.5	4.33333333333333	281.436091881227	11.9958333333333	12.8541666666667	1005
2007-08-29	2007	8	29	11.5	2.5	293.700923195467	14.55	11.9125	1005.04166666667
2007-08-30	2007	8	30	11.5	3.83333333333333	268.074596878709	11.9833333333333	13.325	1003.125
2007-08-31	2007	8	31	11.5	4.54166666666667	259.663838466812	10.05	13.45	1000.58333333333
2007-09-01	2007	9	1	11.5	4.625	284.607461028264	8.3	13.8333333333333	1002.41666666667
2007-09-02	2007	9	2	11.5	3.45833333333333	239.590382432403	9.55	15.0583333333333	1003.54166666667
2007-09-03	2007	9	3	11.5	3.79166666666667	261.514548853726	16.9208333333333	11.9083333333333	996.375
2007-09-04	2007	9	4	11.5	3.95833333333333	286.287094603941	9.675	8.65	1001.41666666667
2007-09-05	2007	9	5	11.5	4.91666666666667	359.355402804238	7.81666666666667	9.97083333333333	1008.45833333333
2007-09-06	2007	9	6	11.5	5.83333333333333	0.0217674285518107	11.3333333333333	13.6125	1007.125
2007-09-07	2007	9	7	11.5	3.54166666666667	325.970801809646	13.0166666666667	12.3708333333333	1006.33333333333
2007-09-08	2007	9	8	11.5	4.125	282.397871538455	12.1541666666667	12.4458333333333	1002.75
2007-09-09	2007	9	9	11.5	7.16666666666667	300.142686044623	7.20833333333333	12.0083333333333	997.666666666667
2007-09-10	2007	9	10	11.5	3.91666666666667	244.113411336762	9.38333333333333	9.54583333333333	996.25
2007-09-11	2007	9	11	11.5	3	291.269976543255	14.6333333333333	9.99166666666667	1000.75
2007-09-12	2007	9	12	11.5	4.54166666666667	300.829177360878	12.125	12.4166666666667	1008.54166666667
2007-09-13	2007	9	13	11.5	3.95833333333333	297.933324383142	14.0833333333333	11.8875	1010.625
2007-09-14	2007	9	14	11.5	2.45833333333333	229.235272110031	22.7958333333333	11.3166666666667	1005.625
2007-09-15	2007	9	15	11.5	7.58333333333333	288.646563043865	17.3375	11.0625	1004.25
2007-09-16	2007	9	16	11.5	3.58333333333333	239.512740100196	15.4666666666667	12.1625	1005.70833333333
2007-09-17	2007	9	17	11.5	3.33333333333333	215.867125911074	25.0291666666667	15.8916666666667	998.583333333333
2007-09-18	2007	9	18	11.5	4.45833333333333	273.62170234323	30.9166666666667	12.925	995
2007-09-19	2007	9	19	11.5	4.58333333333333	272.179545737099	12.425	8.07083333333333	1008.41666666667
2007-09-20	2007	9	20	11.5	3.20833333333333	209.904468538229	19.5666666666667	10.4916666666667	1011
2007-09-21	2007	9	21	11.5	3.16666666666667	203.591273002138	26.1583333333333	13.2458333333333	1012
2007-09-22	2007	9	22	11.5	2.125	218.320531787338	32.5583333333333	13.3625	1011.04166666667
2007-09-23	2007	9	23	11.5	1.125	125.971809586078	41.1291666666667	13.8125	1013.16666666667
2007-09-24	2007	9	24	11.5	3.125	140.965309098145	31.4125	15.3041666666667	1008
2007-09-25	2007	9	25	11.5	3.70833333333333	253.722176794416	38.4416666666667	12.8625	1001.91666666667
2007-09-26	2007	9	26	11.5	1.375	136.022680399307	16.4875	11.6625	1003.5
2007-09-27	2007	9	27	11.5	5.33333333333333	74.4697832097262	34.3416666666667	12.925	1000.70833333333
2007-09-28	2007	9	28	11.5	5.5	110.485793396696	27.1833333333333	13.1791666666667	996
2007-09-29	2007	9	29	11.5	6.25	171.583351692849	10.3208333333333	12.6416666666667	1000.5
2007-09-30	2007	9	30	11.5	3.04166666666667	208.887559348766	17.6625	13.1583333333333	1011.08333333333
