"V1"	"V2"	"V3"	"V4"
249189994	"BRENNA"	19520223	12.7
249189994	"BRENNA"	19520224	2.5
249189994	"BRENNA"	19520225	19.7
249189994	"BRENNA"	19520226	8.6
249189994	"BRENNA"	19520227	3.2
249189994	"BRENNA"	19520228	2.4
249189994	"BRENNA"	19520303	7.8
249189994	"BRENNA"	19520305	6.3
249189994	"BRENNA"	19520308	28
249189994	"BRENNA"	19520315	15.3
249189994	"BRENNA"	19520326	18
249189994	"BRENNA"	19520402	12.3
249189994	"BRENNA"	19520404	6.2
249189994	"BRENNA"	19520415	4.2
249189994	"BRENNA"	19520421	3.2
249189994	"BRENNA"	19520424	5.7
249189994	"BRENNA"	19520430	5.9
249189994	"BRENNA"	19520504	12.7
249189994	"BRENNA"	19520507	8.4
249189994	"BRENNA"	19520509	0.7
249189994	"BRENNA"	19520511	2.6
249189994	"BRENNA"	19520512	17.4
249189994	"BRENNA"	19520515	9
249189994	"BRENNA"	19520516	6
249189994	"BRENNA"	19520517	1
249189994	"BRENNA"	19520519	5.4
249189994	"BRENNA"	19520520	4.5
249189994	"BRENNA"	19520521	10.1
249189994	"BRENNA"	19520523	2.4
249189994	"BRENNA"	19520524	28.5
249189994	"BRENNA"	19520525	3.9
249189994	"BRENNA"	19520526	13.5
249189994	"BRENNA"	19520528	0.3
249189994	"BRENNA"	19520529	2.5
249189994	"BRENNA"	19520602	7.8
249189994	"BRENNA"	19520603	13.2
249189994	"BRENNA"	19520606	6.2
249189994	"BRENNA"	19520607	4.7
249189994	"BRENNA"	19520608	5.3
249189994	"BRENNA"	19520609	8
249189994	"BRENNA"	19520610	2.6
249189994	"BRENNA"	19520611	12.6
249189994	"BRENNA"	19520614	1.6
249189994	"BRENNA"	19520616	21.5
249189994	"BRENNA"	19520618	2.8
249189994	"BRENNA"	19520619	5.8
249189994	"BRENNA"	19520620	14.3
249189994	"BRENNA"	19520623	25.8
249189994	"BRENNA"	19520624	9.8
249189994	"BRENNA"	19520625	19.7
249189994	"BRENNA"	19520626	8.5
249189994	"BRENNA"	19520627	6.2
249189994	"BRENNA"	19520704	0.6
249189994	"BRENNA"	19520711	0.6
249189994	"BRENNA"	19520718	16.9
249189994	"BRENNA"	19520719	0.2
249189994	"BRENNA"	19520725	8.1
249189994	"BRENNA"	19520729	4
249189994	"BRENNA"	19520816	15.1
249189994	"BRENNA"	19520817	4.3
249189994	"BRENNA"	19520818	2.9
249189994	"BRENNA"	19520819	33.5
249189994	"BRENNA"	19520820	4.9
249189994	"BRENNA"	19520821	5
249189994	"BRENNA"	19520822	4
249189994	"BRENNA"	19520823	2.5
249189994	"BRENNA"	19520825	2.4
249189994	"BRENNA"	19520831	23.3
249189994	"BRENNA"	19520901	15
249189994	"BRENNA"	19520902	7.6
249189994	"BRENNA"	19520903	1
249189994	"BRENNA"	19520904	8.4
249189994	"BRENNA"	19520906	17.9
