S¥CZ	2013010100	2	0
S¥CZ	2013010101	1	0
S¥CZ	2013010102	1	0
S¥CZ	2013010103	1	0
S¥CZ	2013010104	1	0
S¥CZ	2013010105	1	0
S¥CZ	2013010106	1	0
S¥CZ	2013010107	2	0
S¥CZ	2013010108	4	0
S¥CZ	2013010109	3	0
S¥CZ	2013010110	4	0
S¥CZ	2013010111	4	0
S¥CZ	2013010112	3	0
S¥CZ	2013010113	3	0
S¥CZ	2013010114	3	0
S¥CZ	2013010115	1	0
S¥CZ	2013010116	1	0
S¥CZ	2013010117	1	0
S¥CZ	2013010118	2	0
S¥CZ	2013010119	2	0
S¥CZ	2013010120	3	0
S¥CZ	2013010121	3	0
S¥CZ	2013010122	1	0
S¥CZ	2013010123	2	0
S¥CZ	2013010200	4	0
S¥CZ	2013010201	2	0
S¥CZ	2013010202	2	0
S¥CZ	2013010203	2	0
S¥CZ	2013010204	1	0
S¥CZ	2013010205	0	0
S¥CZ	2013010206	2	0
S¥CZ	2013010207	0	0
S¥CZ	2013010208	1	0
S¥CZ	2013010209	1	0
S¥CZ	2013010210	1	0
S¥CZ	2013010211	0	0
S¥CZ	2013010212	2	0
S¥CZ	2013010213	0	0
S¥CZ	2013010214	1	0
S¥CZ	2013010215	1	0
S¥CZ	2013010216	1	0
S¥CZ	2013010217	1	0
S¥CZ	2013010218	1	0
S¥CZ	2013010219	1	0
S¥CZ	2013010220	2	0
S¥CZ	2013010221	1	0
S¥CZ	2013010222	0	0
S¥CZ	2013010223	1	0
S¥CZ	2013010300	1	0
S¥CZ	2013010301	1	0
S¥CZ	2013010302	1	0
S¥CZ	2013010303	3	0
S¥CZ	2013010304	2	0
S¥CZ	2013010305	3	0
S¥CZ	2013010306	1	0
S¥CZ	2013010307	2	0
S¥CZ	2013010308	3	0
S¥CZ	2013010309	3	0
S¥CZ	2013010310	9	14
S¥CZ	2013010311	7	0
S¥CZ	2013010312	5	0
S¥CZ	2013010313	6	11
S¥CZ	2013010314	8	14
S¥CZ	2013010315	5	0
S¥CZ	2013010316	4	0
S¥CZ	2013010317	3	0
S¥CZ	2013010318	1	0
S¥CZ	2013010319	3	0
S¥CZ	2013010320	5	0
S¥CZ	2013010321	4	0
S¥CZ	2013010322	5	0
S¥CZ	2013010323	3	0
S¥CZ	2013010400	3	0
S¥CZ	2013010401	8	0
S¥CZ	2013010402	8	14
S¥CZ	2013010403	7	0
S¥CZ	2013010404	6	0
S¥CZ	2013010405	4	0
S¥CZ	2013010406	7	12
S¥CZ	2013010407	5	0
S¥CZ	2013010408	4	9
S¥CZ	2013010409	6	0
S¥CZ	2013010410	4	10
S¥CZ	2013010411	6	0
S¥CZ	2013010412	6	0
S¥CZ	2013010413	6	0
S¥CZ	2013010414	4	0
S¥CZ	2013010415	7	0
S¥CZ	2013010416	6	0
S¥CZ	2013010417	5	0
S¥CZ	2013010418	5	0
S¥CZ	2013010419	4	0
S¥CZ	2013010420	4	0
S¥CZ	2013010421	2	0
S¥CZ	2013010422	0	0
S¥CZ	2013010423	1	0
S¥CZ	2013010500	0	0
S¥CZ	2013010501	0	0
S¥CZ	2013010502	1	0
S¥CZ	2013010503	1	0
S¥CZ	2013010504	3	8
S¥CZ	2013010505	4	0
S¥CZ	2013010506	4	9
S¥CZ	2013010507	3	0
S¥CZ	2013010508	2	0
S¥CZ	2013010509	4	0
S¥CZ	2013010510	5	10
S¥CZ	2013010511	5	0
S¥CZ	2013010512	4	9
S¥CZ	2013010513	6	11
S¥CZ	2013010514	5	11
S¥CZ	2013010515	5	0
S¥CZ	2013010516	5	10
S¥CZ	2013010517	5	11
S¥CZ	2013010518	5	10
S¥CZ	2013010519	5	11
S¥CZ	2013010520	5	0
S¥CZ	2013010521	5	0
S¥CZ	2013010522	6	0
S¥CZ	2013010523	5	0
S¥CZ	2013010600	4	0
S¥CZ	2013010601	4	0
S¥CZ	2013010602	4	0
