2013010100	7	0	0
2013010101	6	0	0
2013010102	6	0	0
2013010103	6	0	0
2013010104	6	0	0
2013010105	7	0	0
2013010106	6	0	0
2013010107	6	0	0
2013010108	6	0	0
2013010109	5	0	0
2013010110	6	0	0
2013010111	6	0	0
2013010112	6	0	0
2013010113	5	0	0
2013010114	6	0	0
2013010115	5	0	0
2013010116	5	0	0
2013010117	6	0	0
2013010118	6	0	0
2013010119	5	0	0
2013010120	4	0	0
2013010121	3	0	0
2013010122	4	0	0
2013010123	2	0	0
2013010200	3	0	0
2013010201	3	0	0
2013010202	3	0	0
2013010203	5	0	0
2013010204	4	0	0
2013010205	4	0	0
2013010206	5	0	0
2013010207	6	0	0
2013010208	5	0	0
2013010209	6	0	0
2013010210	5	0	0
2013010211	5	0	0
2013010212	5	0	0
2013010213	6	0	0
2013010214	7	0	0
2013010215	6	0	0
2013010216	6	0	0
2013010217	6	0	0
2013010218	6	0	0
2013010219	7	0	0
2013010220	8	0	0
2013010221	7	0	0
2013010222	8	0	0
2013010223	8	0	0
2013010300	8	0	0
2013010301	8	0	0
2013010302	8	0	0
2013010303	8	0	0
2013010304	7	0	0
2013010305	9	0	0
2013010306	9	0	12
2013010307	10	0	14
2013010308	6	0	0
2013010309	7	0	14
2013010310	7	0	0
2013010311	11	0	0
2013010312	11	0	14
2013010313	11	16	18
2013010314	12	17	17
2013010315	11	17	18
2013010316	12	20	20
2013010317	11	17	18
2013010318	9	15	20
2013010319	8	0	16
2013010320	7	13	14
2013010321	8	0	16
2013010322	6	12	12
2013010323	7	0	12
2013010400	6	0	16
2013010401	5	0	0
2013010402	6	0	0
2013010403	7	12	13
2013010404	6	12	13
2013010405	5	10	13
2013010406	5	10	13
2013010407	5	0	11
2013010408	5	10	10
2013010409	5	10	11
2013010410	6	0	12
2013010411	8	0	12
2013010412	5	0	13
2013010413	5	0	10
2013010414	6	0	12
2013010415	5	0	12
2013010416	5	0	0
2013010417	4	0	0
2013010418	3	0	12
2013010419	3	0	0
2013010420	3	0	0
2013010421	3	0	0
2013010422	3	0	0
2013010423	3	0	0
2013010500	2	0	0
2013010501	2	0	0
2013010502	2	0	0
2013010503	3	0	0
2013010504	4	0	0
2013010505	4	0	10
2013010506	4	0	10
2013010507	3	0	0
2013010508	3	8	8
2013010509	3	0	8
2013010510	4	0	0
2013010511	4	0	0
2013010512	3	0	8
2013010513	3	0	0
2013010514	2	0	0
2013010515	2	0	0
2013010516	2	0	0
2013010517	2	0	0
2013010518	2	0	0
2013010519	1	0	0
2013010520	1	0	0
2013010521	1	0	0
2013010522	2	0	0
2013010523	2	0	0
2013010600	2	0	0
2013010601	2	0	0
2013010602	3	0	0
2013010603	3	0	0
2013010604	4	0	0
2013010605	3	0	0
2013010606	3	0	0
2013010607	2	0	0
2013010608	2	0	0
2013010609	2	0	0
2013010610	1	0	0
2013010611	1	0	0
2013010612	0	0	0
2013010613	3	0	0
2013010614	3	0	0
2013010615	3	0	0
2013010616	3	0	0
2013010617	2	0	0
2013010618	3	0	0
2013010619	2	0	0
2013010620	3	0	0
2013010621	3	0	0
2013010622	3	0	0
2013010623	2	0	0
2013010700	1	0	0
2013010701	1	0	0
2013010702	0	0	0
2013010703	0	0	0
2013010704	1	0	0
2013010705	1	0	0
2013010706	1	0	0
2013010707	0	0	0
2013010708	0	0	0
2013010709	1	0	0
2013010710	2	0	0
2013010711	1	0	0
2013010712	1	0	0
2013010713	2	0	0
2013010714	2	0	0
2013010715	3	0	0
2013010716	3	0	0
2013010717	2	0	0
2013010718	3	0	0
2013010719	3	0	0
2013010720	3	0	0
2013010721	3	0	0
2013010722	3	0	0
2013010723	3	0	0
2013010800	3	0	0
2013010801	3	0	0
2013010802	3	0	0
2013010803	2	0	0
2013010804	3	0	0
2013010805	4	0	0
2013010806	4	0	0
2013010807	4	0	0
2013010808	4	0	0
2013010809	5	0	0
2013010810	4	0	0
2013010811	5	0	0
2013010812	4	0	0
2013010813	4	0	0
2013010814	4	0	0
2013010815	3	0	0
2013010816	3	0	0
2013010817	3	0	0
2013010818	3	0	0
2013010819	2	0	0
2013010820	3	0	0
2013010821	2	0	0
2013010822	2	0	0
2013010823	2	0	0
2013010900	2	0	0
2013010901	2	0	0
2013010902	2	0	0
2013010903	2	0	0
