WIERCH	2013010100	12	0
WIERCH	2013010101	13	0
WIERCH	2013010102	15	0
WIERCH	2013010103	14	0
WIERCH	2013010104	14	0
WIERCH	2013010105	15	0
WIERCH	2013010106	16	0
WIERCH	2013010107	15	0
WIERCH	2013010108	13	0
WIERCH	2013010109	14	0
WIERCH	2013010110	14	19
WIERCH	2013010111	15	20
WIERCH	2013010112	16	23
WIERCH	2013010113	15	0
WIERCH	2013010114	14	20
WIERCH	2013010115	13	19
WIERCH	2013010116	13	20
WIERCH	2013010117	13	22
WIERCH	2013010118	14	21
WIERCH	2013010119	15	22
WIERCH	2013010120	14	0
WIERCH	2013010121	15	0
WIERCH	2013010122	8	0
WIERCH	2013010123	6	0
WIERCH	2013010200	2	0
WIERCH	2013010201	3	0
WIERCH	2013010202	3	0
WIERCH	2013010203	6	0
WIERCH	2013010204	5	0
WIERCH	2013010205	5	0
WIERCH	2013010206	6	0
WIERCH	2013010207	3	0
WIERCH	2013010208	3	0
WIERCH	2013010209	2	0
WIERCH	2013010210	2	0
WIERCH	2013010211	3	0
WIERCH	2013010212	5	0
WIERCH	2013010213	3	0
WIERCH	2013010214	4	0
WIERCH	2013010215	4	0
WIERCH	2013010216	6	0
WIERCH	2013010217	5	10
WIERCH	2013010218	6	11
WIERCH	2013010219	6	0
WIERCH	2013010220	6	0
WIERCH	2013010221	8	13
WIERCH	2013010222	5	11
WIERCH	2013010223	7	0
WIERCH	2013010300	8	0
WIERCH	2013010301	7	0
WIERCH	2013010302	7	0
WIERCH	2013010303	6	0
WIERCH	2013010304	5	0
WIERCH	2013010305	3	0
WIERCH	2013010306	9	14
WIERCH	2013010307	9	0
WIERCH	2013010308	12	17
WIERCH	2013010309	12	19
WIERCH	2013010310	11	20
WIERCH	2013010311	11	20
WIERCH	2013010312	10	17
WIERCH	2013010313	13	19
WIERCH	2013010314	13	21
WIERCH	2013010315	14	20
WIERCH	2013010316	14	20
WIERCH	2013010317	13	24
WIERCH	2013010318	12	20
WIERCH	2013010319	15	21
WIERCH	2013010320	13	20
WIERCH	2013010321	14	21
WIERCH	2013010322	14	22
WIERCH	2013010323	13	23
WIERCH	2013010400	13	25
WIERCH	2013010401	11	25
WIERCH	2013010402	11	20
WIERCH	2013010403	11	23
WIERCH	2013010404	11	20
WIERCH	2013010405	10	16
WIERCH	2013010406	11	24
WIERCH	2013010407	12	20
WIERCH	2013010408	12	20
WIERCH	2013010409	12	22
WIERCH	2013010410	10	20
WIERCH	2013010411	12	20
WIERCH	2013010412	12	23
WIERCH	2013010413	11	20
WIERCH	2013010414	10	18
WIERCH	2013010415	11	16
WIERCH	2013010416	11	17
WIERCH	2013010417	11	0
WIERCH	2013010418	6	14
WIERCH	2013010419	6	0
WIERCH	2013010420	6	0
WIERCH	2013010421	6	0
WIERCH	2013010422	7	0
WIERCH	2013010423	8	0
WIERCH	2013010500	5	0
WIERCH	2013010501	6	0
WIERCH	2013010502	8	0
WIERCH	2013010503	8	0
WIERCH	2013010504	7	0
WIERCH	2013010505	9	0
WIERCH	2013010506	8	0
WIERCH	2013010507	8	0
WIERCH	2013010508	7	0
WIERCH	2013010509	9	0
WIERCH	2013010510	9	0
WIERCH	2013010511	9	0
WIERCH	2013010512	9	0
WIERCH	2013010513	10	0
